class, rating, comment
pos,5,"Lord	Muito bom esse game, add lá pra fortalecer 038.617.399"
pos,5,"Muito legal	Instalei por ser do mesmo grupo que faz o OGAME que jogo.. viciei... me add lá  038.617.399"
pos,5,"Add eu ai! 150 931 759	Jogo muito bom add ai 150 931 759"
pos,4,"Mt bom	Bom jogo viciante!!! Add ae: 609.123.505"
pos,5,"Muito bom	Bom jogo. Viciante. Adicionem a minha ordem 849.689.278 abraco"
pos,4,"Exelente	Jogo muito bom. Um bom entretem para passar o tempo. 614.152.528"
pos,5,"Muito bom!	é como um bom RPG dentro das limitações de um celular. add ai nr da ordem: 143.701.974"
pos,5,"Add ae povo xD	160.463.150 e venha ser felix xD 160.463.150"
pos,5,"Muito phoda o jogo.....	Esse jogo vicia baixei sem querer pra testar meu celular novo.....  Adorei e to viciado...  Me add ai: 339.149.169"
pos,4,"Gostei	Muito bom pra quem curte jogos de estrategia. Add minha ordem ae 103.768.072"
pos,5,"mto bom	mto bom msm parabens pelo jogo leva as 5 estrelas facil!!!!!!!!!!!!"
neu,3,"Bom d maix	Add minha ordem la 182.281.026"
pos,5,"otimo	otimo jogo me add minha ordem 895.683.355"
pos,5,"Viciante	Pode baixar. E se divertir Use meu codigo para juntar força no jgo. 781951955. Top 1"
pos,5,"Mt bom	É muito bom o jogo. Só não percebo uma coisa. Eu tenho certos equipamentos comprados mas que quando faço uma batalha, eles não são usados na batalha. Pk?"
pos,5,"VIcio total	Já jogei muito jogos similar a este mas não puxou mto..este para já toun adorar muito interessante ...5 estrelas.. me add  para sua ordem 512.642.993"
pos,5,"Muito bom	774.610.807"
pos,5,"Muito bom!!!	Nossa, jamais imaginei que um jogo num celular fosse ser tão divertido. Bem, para qem já joga BK, esse é apenas uma continuação, mas com muito mais interatividade e ação."
pos,5,"239323839	Muito bom o jogo! Recomendo..   239323839"
pos,5,"Otimo jogo!	Vale baixar e curtir muiito!!! Add -> 234.480.472"
pos,4,"Me add	Galera muito bom ! código é:764.905.985"
pos,5,"MeLvS	Jogo muito bom baixei meio descrente mais foi surpreendente adorei!! Adicionem ai para a ordem!! 854.567.639 Adicionem!!!"
pos,5,"Viciante	Um jogo mt bom, vc nem perceberá o tempo passar Me add a sua ordem 217740576"
pos,5,"Claudio	Vamos ficar mais forte..add minha ordem 043.292.738"
pos,5,"Além do esperado	Eu realmente não acreditava que jogos de Android poderiam chegar a esse nível. Me sinto muito feliz por poder jogar jogos tão bons. O único problema ficou na parte de add na Ordem, porque só conheço duas pessoas que tem dispositivo com Android e nenhuma delas curte games ;/ Se alguém ai puder/quiser me add aí: 228.231.600 (Nickname está Uther*) *Homenagem ao pai de Arthur kk''"
pos,5,"celo	add minha ordem: 526.438.344 vlw"
pos,5,"Me add na sua ordem...	595,018,243"
pos,5,"EdvanBR	Aí galera jogo massa, adiciona na ORDEM 250.662.161 É nois gogogo."
pos,4,"Como pega a lança de equitação?	Algum me ajuda?"
neu,3,"muito ruim	nao tem ação"
pos,5,"Mto fodaaa	Esse  jogo e bom demais xD.. Add ae 151.737.333 e bora jogar xD"
pos,5,"MT Bom	O número máximo de Equipamento que sua Ordem pode usar corresponde a cinco vezes o valor do seu nível. Por exemplo, se você estiver no nível 10, sua Ordem pode usar um máximo de (5 x nível =) 50 itens de Equipamento, mesmo que o tamanho da Ordem seja 60. Sua Ordem usa seu Equipamento mais forte em ataques. Cada membro da Ordem pode usar no máximo 1 Arma, 1 Escudo e 1 Armadura.  Add: 913.339.216"
pos,5,"Mó da hora	Muito legal  Não vão se arrepender! *.# Minha ordem 019315895"
pos,5,"excelente, add a minha ordem ai, 737.532.896"
pos,5,"Muito bom	Este app muito gostoso de jogar e viciante"
pos,5,"Lanca de equitacao	Jogo muito bom,mais como consigo a lanca de equitacao? 3° rank:roubo de prata Att.Confusão"
pos,5,"Os cometario comvese"
pos,5,"Muito legal	Recomedado"
pos,4,"Bom Jogo	Add ai:152.488.541"
pos,5,"Viciante !!!!!!!!	Muito bom , assim como os outros , me add ai gente ....505.565.086 Janny ....Vlwww."
pos,5,"Ordem	Jogo muito da hora ... Me adicionem ae é bom para ambos os lados :D , Ordem :                             931.941.624"
pos,5,"Muito bom!	Nossa, jogo muito bom, add minha ordem: 383.885.871"
pos,5,"muito massa	quem kiser me add la 463169619      sou o Impactus  xD"
pos,5,"Motorola xt317	Funfou legal...100%....add minha ordem 378.895.770"
pos,5,"Muito b	Jogo muito viciante....   Ordem: 856.453.544"
pos,5,"add sff	bom jogo adoro  adiciona   058.594.917"
pos,5,"Lança de equitação	Ola pessoal, como que ganha a lança de Equitação? Todo mundo tem menos eu, como é que ganha ela?  add: 944.782.891"
pos,5,"Bom jogo	Recomendo"
neu,3,"Lança de Equitação	como faço pra conseguir a lança de equitação que muitos jogadores possui?"
neg,1,"Defy	Igual máfia wars, porém com mto menos opções"
pos,5,"Muito bom!	Kara, mt bom o app. Parece mt com o gladiatus & bitefight. Comecei a jogar apenas pelo ikariam .. mas gostei ' Obs: Só acho que deveriam melhorar para celulares como o Samsung Galaxi Y."
pos,5,"Macetee !	Um bom  Macete para game: Olhe sempre o perfio do seu rival antes de aracar !  2: Ataque seus rivais constatimente pois assim vc irar ganhar muito dinheiro e Experiencia !  3:Deixe seu dinheiro sempre no tesouro se nao for usalos...   Vlw galera ! Me Adc la  ... !        370.869.657     <---"
pos,5,"Biel	Otimo jogo! Recomendo,e viciante Otimo para passar o tempo Minha ordem:672523144 Me add"
pos,5,"Será que é legal ?	To baixando.......pelo os comentarios parece ser legal,.....vamos ver!!!!"
neu,3,"Raio	Muito legal esse jogo me add ai 539.346.820"
pos,5,"620.675.592	Bom    minha ordem add ai 620.675.592"
pos,5,"Muito bom!	Comecei a jogar somente pelas ambrosia! Mas gostei e continuo jogando! Pois quem não ganhou as ambrosia, deixem de ser burros! Nem vou perder tempo explicando!"
pos,5,"minha ordem 029.361.438	jogo muito legal. Viciante kkkk"
pos,5,"mto bom	gostei do jogo, add eu la 317.683.259"
pos,5,"Darksid	Jogo super viciante, entramos como sem querer nada e acabamos abracando a causa. Add a minha ordem 752.883.313"
pos,4,"Jogo Viciante	Jogo viciante mesmo, minha ordem: 505.833.281"
pos,4,"Bom	O jogo é muito bom  meu código 764.624.268 *** 764.624.268"
pos,4,"Leegal o Jogo	Galera me add ai, 116 621 928, no Ikariam sou um dos Melhores, mas nesse jogo sou Noob ainda, kkkk"
pos,5,"Zicka	Muito legal Add minha ordem 630554548"
pos,5,"ordem	quem quiser entrar na minha ordem :011.746.871 como que faz para ganhar ambrosias na ikariam"
pos,4,"Antes da atualização não funcionava. Legal o jogo e ainda mais que ganhei 25 ambrosias no Ikariam."
pos,5,"Viciante	Mto bom o jogo.... nao paro de jogar..."
neg,1,"Joguinho sem graça	Não vale a pena o sacrifício... Não recomendo perder tempo com um jogo tão ruim e limitado. E além de tudo ainda não ganhei as 25 ambrosias prometidas."
pos,5,"eae	gente nao chegou as ambrosias o que eu faço?ja cheguei lv 8"
pos,5,"Ikariam	Só comecei a jogar para ganhar as ambrosias.... e agora não consigo mais parar!!"
neg,1,"Não funciona	Possuo um Galaxy Tab GT-P1000L e o aplicativo não funciona. Assim que o inicia, ele apresenta o alerta de erro. Raramente, quando o aplicativo enfim inicia, não é possível executar qualquer ação na página inicial do jogo e, poucos segundos depois, a mesma imagem de erro volta a surgir. Já desinstalei e reinstalei, mas o problema persiste."
pos,5,"jogo legal	jogo muito legal quem for querer me add 190.314.118"
pos,4,"Vale a pena	Gostei do jogo meu Nº de ordem 846433288"
pos,5,"XD	Baixei so pra ganhar os rubis...top 5 melhores resultados ...vc terminou essa ronda em 1 lugar por isso recebera 10 rubis... Tipo agr eu n paro de jogar kkkkkkkk"
pos,5,"Muito bom	Muito bom, eu gostei pra caramba!"
pos,5,"Top demais	Gostei do game. Viciante. Add eu ai 942.939.265   vlw."
neg,1,"Mt bom	N d para bqixar ficq carregand e n sai disso"
pos,5,"Bom demais	Entrei apenas para pegar os 25 rubis kkkkkk mas acabei gostando =D jogo legal e viciante se alguem quiser me add  689.831.112  to em 5º na liga de prata roubada kkkkkkkkkk"
pos,5,"add	485.974.081  Mto bom o jogo.."
pos,5,"Zoando	Só to jogando pra pegar Materia Negra ^^"
pos,5,"Razr	Muito  maneiro !!"
neu,3,"Duvida	Como passo da parte no começo que pede para ir ao meu pai?  alguém me ajuda por favor"
pos,5,"me add	Meu id pra add 985.538.018 sejam todos bem vindos"
pos,5,"otimo	uso pra dormir"
pos,4,"Meio estranho	Isso drmora trava é ruim e besta"
pos,5,"Brendha	Legal gostei."
pos,5,"Esse jogo e uma merrrrrrrrrrrrrrda le muito devagar	Eu odiei"
neg,1,"O apluicativo não é romântico.	O aplicativo é muito ruim  e ele não é romântico e vive  travando."
pos,5,"Nada de romantismo	Gente isso e nada romantico que doidisse"
neg,1,"Credo	Horrivel, serve pra nada, uma merda."
neg,1,"Ruimm	Trava todo momento"
neg,1,"Uma bosta!	Fica travando e gasta muita bateria!"
neg,1,"E muito ruim e serio ñ esto falando isso pq eu sou mal ñ e pq e muito ruim mesmo"
pos,4,"Isabela	Bom eu gostei , não é um app com ultilidade mais é pra brincar e tirar fotos ou zuar teus amigos ficando de vela e tau."
pos,5,"É Merda  esse  jogo	É  muito   ruim"
neg,1,"Odiei	E uma droga deu bug no.meu cel n baixem"
neg,1,"...	Perfeito pra quem é o velinha '---------.Tenso"
neu,3,"Legal	Muito legal gostei"
neg,1,"Virus	Meu antivirus nao deixou abrir uma porcaria"
neg,1,"Nao instalem...	Instalei e pra rodar vc tem que aceitar que o aplicativo instale um monte de porcaria o celular...."
neg,2,"O que tem.de romantismo"
pos,4,"Bom	O jogo e legal"
neg,2,"Uruua	Bom d+"
pos,5,"Legal	Muito legal o jogo"
pos,5,"Muinto louco	Bom de mais baixem ele so e um pouco pesado mas e bom quem jogou ddtank tem que jogar esse jogo"
pos,5,"Eu amo ese jpgp	Nunca vi um jogo mas legal doque isso"
pos,5,"Hum	O jogo ddtank é bom ja que esse é parecido deve ser tambem"
neg,1,"Merda	Esse cu de jogo nem merecia uma estrela essa merda da erro toda hora fala network inavaible e sai do jogo no meio de uma partida e se nao fizer um logim com a conta do face ele sempre vai tirar seu personagem e quando vc entar vai pedir uma senha mas que desgraça de senha é essa sendo q pra começa so precisa por a poha do nome do personagem e mesmo se entrar com a conta do face toda hora que vc quiser entrar no jogo vc tera que logar de novo nunca vi jogo com tantos bugs assim"
neg,2,"DC toda hora	Estou dando 3 estrelas pois quase todas as partidas aparece a msg de disconect  e volta pra pagina principal....aguardando ser consertado esse bug para retornar ao jogo."
pos,5,"Legal	Ese jogo e muito legal ele e igualzin o DDTANK. Poriso dou 5 seus vagabundo."
pos,5,"Excelente	ótimo jogo muito bom, ele é parecido muito com ddtank muito bom 5 estrelas"
pos,5,"Me add	Meu nome é"
pos,5,"Antes deles arunar o jogo erA melhor agr ta dificil pra passar de lvl	Era bom"
neu,3,"Pecimo	Essa porcaria n presta"
pos,5,"Maravilha	Foi o melhor jogo que baixei na minha vida"
neu,3,"Só um pouquinho bacana	O jogo trava"
pos,4,"Consertem esse erro	Só nao dou mais estrelas pois n consigo acessar meu email do jogo"
neg,1,"Porra ñ abre	Toma no meio do cu de qem fez essa porcaria ñ abre"
pos,4,"Victor	O jogo e bom mas os comtroles sao pessimoas e isso acaba ti atrapalhando na hora da jogat"
pos,4,"Bom	O jogo é bom em 2 minutos ja abaixei e é q to sem cartão de memoria"
pos,5,"Jogo perfeitoooooo	Kra c eles aumentarem a velocdad.. do downloaad sseria melhoor maaiis ele ė mt pesado poremm estou conseguiindo jooga e ele é mt perfeitoo... eu amei quem falar q. É ruim tem problmaa menntaal melhoor q esse. N exist"
pos,5,"Jogo muito loco	Esse jogo e muito daora mais e pesado eu recomendo ele e estilo DDTANK"
pos,5,"Igualzinho ao DDtank	Muito manero"
pos,5,"Otimo	Esse jogo é um dos melhores jogos que eu joguei"
pos,5,"Zica de mais	E mentira que sai do nada so se for o seu celular"
neg,1,"Pessimo	Esa porcaria so tem pesso pq quando vai entra fica maior leg"
pos,5,"Sei como anda	E so presionar po lado onde tu vai andar lol ;)"
pos,4,"Muito bom	Pessoal que joga me add ai justintberlake"
neg,1,"como anda jogo	mas o jogo n anda?"
neg,1,"baum	baum tamém"
pos,5,"Ótimo !!	Bom de +... Recomendo !!"
neg,1,"Horrivel	Nao sei se e bom mais demora muito para baixar se eu conseguir baixar e jogar eu amento as estrelas por enquanto vou dar so uma"
pos,5,"KÉ otimo	É um jogo muito bom"
pos,5,"Kk mt boum sou o 2® top do game	Muito bommmm ddtank puroo muito bom recomendo e continuo"
neg,1,"VTNC	Vaaaaaaaaaai toma no cuuuu desse jogo, fecha toda hora essa desgraça   Vtnc"
pos,5,"e maneiro	esse jogo. e top"
neg,1,"Lixo	Nao ta dando pra baixar ... Eu tenho memoria mais dis que está cheia"
neg,1,"NAO ESTALEM	Haha nem consigo jogar.  E olha mei celular tem muita memoria.. e se tivesse a opsão nenhuma estrela seria otimo pois a maioria desses jogos são HORRIVEIS!!!!"
pos,5,"Otimo	Muito legal . Axei otimo quase igual ddtank recomendo a todos De++++"
neu,3,"Divertido	Um dos melhores jogos para Android, o unico problema é que toda hora o jogo cai no meio da rodada, isso é péssimo!"
pos,5,"Viciante	Muito bom esse jogo e viciante: jogar esse jogo da mais prazer q comer o cu da Paula Fernandes"
pos,5,"Muito bom mas tbm é pesado	Os cara fala q sai toda hora mas é pq os celulares deles n tem muita memoria 300 mega jada e o jogo é otimo muito bom mesmo"
neg,1,"+ou-	o jogo fica saindo sosinho 2 istrela.."
neg,2,"Jpgo n pega	Quando vai fazer dowload o jogo diz q n tenho espaço no armazenamento.  Maoq Tenho espaço de sobra. Consertem isso"
pos,5,"Vao c fude vcs kerem q um jogo pesado pegue eu celulares q. Nn aguenta e kerem chingar vao toma no cu o jogo e bom seus fdp	Caralho"
neg,1,"ruim	o jogo é bom mas fecha toda hora não da pra jogar nem uma partida completa que ele fecha."
neg,1,"Fdp	Kk lixo de jogooo fiu de egua qcevento"
pos,5,"Ótimo	Adorei esse jogo e otimo e lembra o ddtank!!"
pos,5,"Bom	Pata de chingar o jogo baixem o chainfire 3D aprendam a usar e jogem normalmente"
pos,5,"Ta demorando para baixa!!!!!!!!!!!!!!	Ta demorando para baixa¡!!!!!!!!!!!!!!!"
pos,5,"Bom	Por muito louco ta ligado"
pos,5,"Muito bom esse jogo	Muito bom esse jogo"
pos,5,"Perfeito	Esse jogo é perfeito pois é igual ddtank e ganha diamantes '-'"
neu,3,"Legal mas...	Muito bugado poucos jogadores brasileiros lembra o ddtank."
neg,2,"aff	o jogo e legal mas fila saindo..."
pos,5,"Legal	E um excelente jogo.alias demora um pouquinho pra baixar e mto bom"
neg,1,"Ki porra de Jogo ruim	Essa merdinha entra uma duas veses e ñ pega mas fica dando erro."
pos,5,"Imitaçao do ddtank	Kara eu sou viciada em ddtank qm qser me encontrar lah o meu servidor eh lugares escuros nome:MarcelineRock   Eu to no lvl 21"
pos,5,"Muito bom.diamond gratis:-)	Muito bom o jogo lembra muito ddtank .e para ganhar diamonds de graça e so vc ir em daily segin (eu acho que e iso) e um presente ai voce vai da 5 sign up por dia e ganhe 30 diamons e se vocs fizer 10 poder dar 60 e por ai vai"
pos,5,"Ainda vou jogar ...	Como sou viciado em ddtank .. antes de jogar ja dou 5 estrelas pq deve ser top"
neg,1,"Ruins demais	Trava toda hora, sai da porra do jogo, Pqp !  Vão tomar no cu"
pos,5,"L5 e615f	O Unico Problema e Que A Minha Internet e 10 MB Qualquer Jogo Funfa normal agr esse Affs fica caindo conexão Direto afffffs"
pos,5,"Ruim	Roda de boa no meu pocket plus,mas ta dando sem conexao do nada mas tenho net conserta isso pf"
pos,5,"Do 5 estrela	Muito bom pode baixar agora tenha uma boa Internet se ñ nem pega se for lenta"
pos,5,"Adorei	Adoreeeiiiii  Melhor jogo q tem e é igual o ddtank noss perfeito"
pos,4,"Ótimo = Viciante	Como é q anda nessa poha?"
pos,5,"Exelente	Isso e irado e o melhor online"
pos,5,"Excelente	Pô muito fixe me add aí manos e minas Skywalke"
pos,5,"Merda	Tava quase baixando do nada o dowload sumiuu"
neg,1,"Gy	Dando force close no galaxy y,  sei q o celular é ruim,  se é pra não rodar n deixa disponível para o galaxy y :("
pos,5,"Otimo	Galera entra no server Neverland muito bom.. procura pelo meu nome Broxu lvl24 ... tou esperando vlw ;)"
pos,5,"Igual o ddtank	O jogo e igualzinho ddtank so muda o preço das coisas que é realmente um absurdo no ddtank de computador eu compro direto cupons aki nesse jogo n tem condições de compra diamantes pois são caros e n da pra conpra quase nada com 500 diamantes"
neg,2,"Otimo porém	Muito divertido jogabilide otima mas o cash do jogo(diamante e muito caro) e n tem a versao em portugues  Level 36 kiraangra Add ai abraço"
pos,5,"Imitação de ddtank	Gostei mais os preços prescisan melhorar"
pos,5,"Ótimo	precisa melhorar os diamantes ficar mais baratos"
pos,5,"É otimo	É ótimo o jogo mais no meu celular as  vezes sai  o jogo mais ele é otimo"
pos,5,"Muito bom	Lenbra ddtank e ñ trava no meu lg optimos"
pos,5,"O jogo e Bom	O jogo e bom conpensa baixar,mais se sua net estiver ruin o jogo tb fica paia mais mesmo asss e file o jogo."
neg,1,"Filho da puta	fdp . Desgracado  soca no cu esse jogo fdp fdp  jogo fdp qen crio é um fdp jigo fdp  5minutos de jogo  o jogo fecha vai da pow  fecha fdp fdp fdp     galxy y  fdp fdp fdp fdp fdp fdp fdp fdp fdp fdp fdp fdp fdp fdp jogo ruim nao baxeiii  vc nao joga,nem 5min  o jogo fecha   é lento da lag  e so tem  japobes fdp   baixem...... magic strike roda lizo  melhor jogo  rpg   meu nick la  cuiaba lv30"
neg,1,"Dobro o preço da minha arma	Ta loko assim e foda.mina arma e o martelo ."
pos,5,"Legaaaaal	Esse jogo nao e o nome real o nome real  e ddtank eu jogo ddtank"
neg,1,"Ruim	O as coisas sao muito caras divia diminuir e 200 diamantes nao da pra fazer nada divia arrumar"
pos,5,"Legal	O jogo e bom mas as coisas são caras de mais"
neg,2,"Aff	Meu deus saiba q a menos q vc pagur com dinheiro real vc vai ficar igual a todo mundo"
neg,1,"Jogo ladrão	Os preço são um abesurdo se e loko comprar um cabelo de 1200 diamante e 21k de diamante ta loko"
pos,4,"Legal! \" mas..	Trava muito e  as vezes fecha sozinho, por isso 4 estrelas."
pos,5,"Galaxy s4	Muito bom mesmo muito criativo parabéns para EFUN"
neu,3,"Affs	O jogo e legal mais n sei colocar em português"
pos,5,"Excelente	Excelente o jogo so devia melhorar a animacao...ter mais senarios e fazes se nao seria....chato jogar a mesma faze repetivia..."
neu,3,"Bom Jogo	Viado é o seus pai quem comenta , que o jogo não entra, primeiro  vai compra um celular BOM depois vai xingar o desenvolvedores."
pos,5,"recomendo	Esses celulares de medra q n pega nenhum jogo seus pobres , vai compra um celular bom"
pos,5,"D++++++++++	Eh um jogo otimo shoow"
neg,1,"Fdp	Jogo fdp toda hora fica saindo sozinho , vao se fuder"
pos,5,"Paulo	Pf arrume este jogo porq assim não da pra ter armas afs pf arrume e colica algumas armas de golde se não arrumarem eu falo pros meus colega nunca mais gasta dinheiro com esta porraa de jogo ja gastei mais de 500 e os meus amigo gasto mais de 700 pf arrumen"
pos,5,"To baixando	Vms ver se e bom"
pos,5,"Vini	Esse jogo e legal"
neg,1,"tnc	lixo de jogo nem entra vai arrumar seus ¥@#"
pos,5,"ja joguei	e bom mas tem muito bug e trava. d +"
neg,1,"Não entra!	Nem dá mais para entrar no jogo!"
pos,5,"d+	adoroo esse joguu"
neu,3,"Bom	Mim add lá quem for brasileiro sandroxxt"
neg,1,"Não pega	Essa última atualizaçao fikou horrível fdps preferia antes são muito burras essas putas filha da putas"
pos,5,"Otimo	Eu achei ruim o angolo e a força do atake ki e diferente"
pos,5,"Bom d+	App muito bom, principalmente com essa atualiAmacao"
pos,5,"Kethy	Achei muito legal essa versão Minha Conta Loga muito rapido com essa atualizacao. Sou nvl 48 Serv Angrey bomb Amei essa nova atualizacao :) do 6 estrelas_____"
neg,1,"Última atualizaçao	Não adianto a atualização fico horrível. Prefiro do jeito q tava antes n tá dando nenhuma pra jogá direito"
pos,5,"Dtank eu zou ou melhor bomb me eu sou kkk	Adoro esse jogo xD estava bom mais para fortalecer as armas q estava ruim precisava de muito gold e isso é dificil de pega la por favor colokem pelo menos 100 de gold em cada batalha falando em batalha sinceramente esta desigual sou lvl 11 e caio contra lvl 1  Se arruma isso fika mais daora ainda confiem conselho de alexlekinho ddtank original"
pos,5,"Bom	Demais"
neu,3,"Ta quase mas eh bom	Se atualizaram facilitando mais armas e poderes darei as 5 estrelas"
pos,5,"Otimo jogo	Recomendo bem legal e divertido."
pos,5,"Gostei muitoo. Muito igual ao ddtank so n consigo upa as armas"
neu,3,"Baixando.	N quer baixar krlll"
neg,1,"Hmm	Esse jogo e exelent mas ele explora d+ os jogadores"
neg,2,"Lg l7	Se eu sair do jogo e entrar de novo começa tudo outra vez..."
pos,5,"E otimo mais tem que colocar mais diamantes	Vcs tem que colocar mais diamantes não da para comprar nada te peso coleque mais diamantes se não eu saio e todos os meus amigos tambem e eles São muitos"
neg,1,"Loading.............	So iso que tenho a dizer  Loading.........................muito ruim carega pakas chega na hora carrega dinovo a vao si f#%@*"
pos,5,"Perfeito nota 1000!	Bem parecido com o DDTank."
neg,1,"Nao funciona	Eu ja tentei muitas vezes ja instalei e desintalei umas 3 vezes e fica fala q nao tem internet seno q minha internet e 2 gbs entao arrumem isso por favor"
neu,3,"Porraa	Atualiza sso po pra carregar o jgo nao da certo nunca ele.baixa certo.mais quano entre temque carregar um bagulho mai ele carrega uma vez depois comeca d novo dai u dixa carregando o dia inteiro chega a ses por cento ou maia ce nao carregar agor eu denunci o jogo agora mesmo"
pos,5,"Eu sou da guilda insanos mt top"
neu,3,"+ou-	O jogo é legal mas as vezes fica saindo do nada, os elaboradores do jogo deviam arrumar isso."
neg,2,"Tudo 22 c.v puro	Mudando de assunto. Ele esta muinto pesado de estala"
neg,1,"Sai do nd toda hora	A cada dois duelos o jogo sai no.meu galaxy y duos e n ganha mt diamante concertem isso."
pos,4,"É bom	O jogo é bom, lembra bastante o ddtank, mas ele apresenta alguns bugs, às vezes ele trava quando está no PvP e sai da batalha quando está no meu turno."
neg,1,"URL E PACOTE INVÁLIDO!	Na primeira vez deu pacote inválido, Dei meus pulos e consegui fazer rodar o download, mas quando estava instalando deu URL do download inválido! What happen?!"
pos,4,"Razuavel	O jogo é muito bom mas ele buga, muito o eles deviam arrumar isso da eu daria 5, estrelAs"
pos,5,"Jogo super bom	E o jogo melhor eu ga vi e demais podem baixar não vão se arependé"
pos,4,"mt bom	igual ha ddtanck e super divertido ^^"
pos,5,"Legal	Gostei do jogo muito bom msm"
pos,4,"É bom	Omodo de jogo é ruim"
pos,5,"Bom	Achei bom igual ddtank e quando batalha igual angry birds bem legal"
pos,5,"Excelente	quem diz que precisa gastar dinheiro é pq nao sabe jogar.. se vc tem um aparelho fraco é só usar chainfire3d, e link2sd pra instalar no sd. ( recomendo)"
pos,4,"Muito bom	No tablet sansung  galaxis instala certinho e o jogo e da hora gostei!"
neu,3,"+ ou -	Ele fecha derepente Vc  esta no meio de uma batalha , ai ele fecha... Mais e um bom jogo !"
neu,3,"Legal mas...	Fecha muitas vezes , tem que dar o golpe da barriga pra joga, ou ser mt rico. Se você nao é mulher ou rico, entao chora..."
pos,5,"Bom eu jogo pelo computador	Emuito tbm recomendo"
pos,5,"Nem sei como e	Eu to querendo saber como ele e.parece legal vo tenta aqui"
pos,5,"Leia	Jogo e bom + si quise ter coisa boa tem q gasta $$$ pra carai +o resto e otimo jogue recomendo"
neg,1,"Demorou pra nada	Eu eesperei carregar um tempao e qnd acabou parou de funcionar. Afff!!!"
neg,1,"Ridiculo	Ruim Porque e pra vouta pro android 2.2 pq ta travando quem ta lendo essa mensagem ou o dono vouta o bombe me pro Android 2.2"
neu,3,"galaxy Y	muito pesado esse jogo, mas parece ser muito legal !"
neg,1,"Ehhhh	Fica aparecendo ums quadrado branco e nao da pra joga arrumen isso por favor!!!!!"
pos,4,"éeeh....	mto parecido com ddtank. Mais n da pra joga aparece um quadrado branco na frente sempre q tento."
pos,5,"Mt foda	Seus mentiroso tá jogando A minha conta lv 71"
pos,5,"Poxa	Naum atualiza direito ta uma mer... Pelo perdão da palavra"
neg,1,"nao instala	o pacote nao foi assinado corretamete(9°vez  e ultima)"
pos,5,"Melhor	Boa jogabilidade ate para celulares ruins"
neg,1,"Merda de jogo	Não da pra jogar este jogo fica bugando toda hora atualiza esta merda."
neg,1,"Uma bosta	Dps da ultima atualização qnd começa o tutorial o bicho vira um quadrado branco e trava td:bomb me parou inesperadamente....era bom o jogo mais agora n consigo joga+"
pos,5,"Otimo	Jogo muito bom indico a baixar (*-*)"
neg,1,"Filha da putaaaaa ojogo e uma merda nao baixem essa merda	afff E um lixo essa merda  Toda hora sai do jogo"
neu,3,"tinha 5/3	o jogo e bom mas sai sozin consertem esses bugs"
neg,1,"Tomar no cu	Eu tinha uma acc 37 com td full.e.perdi ela.nessa poha"
neu,3,"Erro 498	O jogo parecer ser bom mas no meu s3 aparece q ouve um erro e n da pra  baixar.. arrumem isso por favor jogar. Ai dou 5 estrelad"
pos,5,"Excelente	Amei!!!!quem disse que era ruim aida nao viram a nova atualizacao e otimo e melhor que o ddtank amei acho um genio que fez a atualizacao"
pos,5,"Exelente	So falta investitem em mais idiomas por que o jogo. E perfeito"
neg,1,"xxxxx	olha so esse jogo ja foi bom mais com a nova atualizacao ele ficou pesimo e nao roda mais ele trava na hora do primeiro combate eu gosto dele e o mais paresido com o ddtank entao deixem ele sem bug sem leg e mais leve pra funcionar em android 2.3 como e o meu caso essa foi uma critica contrutiva nao culpo ninguem mais pesso que atualizem rapido nem ki volte pra versao antiga que ela sim fumfava blz kkkkk FOI MAL AI PELO JORNAL QUE ESCREVI....@_@"
pos,5,"Otimo	Bom amei esse jogo! Jogava antes de atualizar era mt bom agr vamos ver dou 5 estrelas saudade de Jean q jogava cmg :("
neg,1,"lixo	lixoso"
neg,1,"Ruim de mais"
neg,2,"Porra do caralho pioro	afs melhoro mt mais agora carrega e dps aparesse o bomb me parou de pegar... Afs arrumem isso"
pos,4,"Boooom	Mt bom depois da atualização fico bom pega normal agora 4 estrela pq td é com cartão de credito"
pos,5,"Gm	Eu vou ser melhor jogador desse jogo vc são os merdas"
pos,5,"Muito locoo	Dahora demais"
pos,5,"Bom	Dar muito bug"
neu,3,"Saindo	Aff toda hora fica saindo do jogo to quase desintalando. Dou 3 estrelas porq ainda é legalzinho."
neg,1,"merda	essa bosta nao funciona tenho livi tim aqui em casa e essa bosta fica dando FAILED TO CONNECT TO SERVE PLESE TRY AGAIN LATER"
neg,2,"Bacana	mas sai do jogo automaticamente esse jogo tem que ser editado."
pos,5,"Rui	Essa ta uma porra n carrega arruma isso se n arruma joga isso fora esse lixo"
neg,1,"Lixo de atualização!	Conseguiram cagar em um dos melhores jogos que já vi... Depois da atualização, todo mundo perdeu tudo que tinha. PARABÉNS!"
neg,1,"Num acredito, mas é vdd	Na moral eu não consigo sair do primeiro tutorial, achei q era daora."
pos,5,"Muito bom:-) :-)	Ese jogo e muito bom so demora de mais pra baixa!Eu adoro esse jogo"
neg,1,"não entra	que desgraça vei"
neg,1,"Que pena	O jogo em si eh otimo,praticamente um ddtank movel,mais infelizmente vc nao passa nem 1 min jogando,o jogo fecha do nada direto e eh IMPOSSIVEL joga,consertem isso ou melhor fecha o jogo...aguardarei atualizaça"
neu,3,"Tô Baixando	Ocorrendo tudo certo por enquanto..."
