class, rating, comment
pos,4,"Jogo	Da pra se distrair.. Legal ate"
neg,2,"Legal	Um..e legal..gosteii!!"
pos,5,"E otimo	Vcs sao muitos tabacudo isso n e um jogos isso e um aplicativo de como jogoar drangon city.e saber as conbinaçaos do drangoes seus imbeçis"
pos,5,"Bom	O aplicativo é ótimo mas eles deveriam disponibilizar o jogo também"
pos,5,"Legal	Me ensinou muitas coisas e pra quem nao sabe isso e pra ensinar"
pos,4,"To istalando	Ainda WBB-VDX-WVN"
neg,1,"Uma bosta	Eu baixei esse app e n tem nada só videos. Só dou 1 estrela pq é obrigatório. Quen fez isso deveria arrumar agora"
pos,5,"excelente	Legal jatenho todo os dragaos"
pos,5,"Otimo	Ainda nao abri mais deve ser bom carrega rapido"
neg,1,"Péssimo	Uma porcaria"
pos,5,"O jogo  e legal	E bom e rápido"
pos,5,"Otimo	Ganhei muito com isso"
neg,1,"Ruim	Nao abaixe nao e nem jogo  E mais do que ruim:-("
neg,1,"PÉSSIMO	É muito ruim nem é. Jogo só aparece vídeos e o nome dos dragões não recomendo se quiserem baixar problema de vcs eu avisei. É melhor o do face no PC"
neg,1,"Ruim	Que bosta isso nem é um jogo vcs deviam fazer outra coisa em vez de enganar as pessoas seu idiotas"
pos,5,"Esse jogo é ótimo	Alende ser rápido de baxar eu recomendo"
pos,5,"excelente	e muito bom mesmo!"
neg,1,"Podre  toda   hora   da   bugi"
pos,5,"Excente	Bom de mais adorei vlw galera"
pos,5,"Muito bom	File baixem galera"
pos,5,"Bom	File da hora"
pos,4,"Legal	Muito legal  mas tem pouco  nives mal baixei e ja  finalizei  mas recomendo"
pos,5,"Muito bom, amei"
neu,3,"Legal para passar o tempo...	Bom"
pos,5,"Muito bom	Bom para passar o tempo"
pos,5,"Exelente	Vcs que julgam pela foto vao a  merda! Experimentem e falem o q acharam e nao falem baboseira."
neg,1,"Q meerda e essa	Merdaa"
neg,1,"Pesimo ruim	Meu deus que ruim baixei  por nada"
neu,3,"Amei	Esse jogo é ótimo eu recomendo para quem gosta de bixinho pd ter certesa vc vai AMAR."
pos,5,"Fofo	Uma gracinha de jogo, pelo menos eh oq eu achei"
neg,1,"Chato	Demora muito pra carregar q chatice da vontade de dormir q porraa q cu tentei mil veses e n vai"
neg,1,"N presta!!!!	Gastos(as) este jogo n presta n faz quase nada de jeito e e um CHATO!! Sabem uma coisa se querem um animal de estimacao procurem um pou, n e tao chato e faz mais coisas!! Siguem o cosselho gatos(as) Bjs bjs gatas e gatosss!! (;"
pos,5,"Ruim	Esse jogo e muito ruimm."
pos,5,"Você seus bobos ele este jogo edemais tol..."
pos,4,"Legal	Nossa se vocês querem pou entaao joga pou pq fica reclamando esse jogo tem tem nada a ver com pou engracado e q td vcs recomendan o pou para se bobeira"
neg,2,"+/-	Legalzin mais qando ele fika doent n da pra saraa porcaria nenhuma arrumem isso....estao perdendo mts instalados do aplicativo inclusive amim e os comentarios estao razuaveis....arruma logo essa porra!"
neu,3,"...	É fofo mas mto chato e repetitivo."
neg,1,"Nao gostei	Chato"
neu,3,"Legalziinhu	Muitu bom é xomo c fosse pou kk muiittu llegal"
pos,5,"Adorei esse jogo"
neg,1,"Pou é bem melhor	Pou ta melhor que isso. Arruma essa porcaria. Pq tá uma merda"
neu,3,"Baixando	Parece ser legal"
neg,1,"Gustavo	Chato não joguem procurem o pou"
neg,1,"Sei la	Cacet,essa merda eu n sei como se joga??????!!!fika cheio de anuncio en consigo ver nada do jogo, a ajuda ta toda em ingles e ta uma merda, tudo isso sem falar q fika travando o tempo todo emeu celular bugo geral depois q baxei o jogo. Nao baixem nem pra experimentar pq n vale a pena esperar nem 45seg pra baixar uma merda desse tipo."
neg,1,"Horrível nem entra no meu celular. Mas conheço uma pessoa que tem nem sei porque baixei"
neg,1,"Qem er o gai q fax iso	Esa pora n presta vsi dar teu cu si qiser eu como!!!"
neg,1,"Horive!!! N recometndo pra ninguem"
neg,1,"Maria clara	Nao recomendo esse app, prefiro os gatinhos, Ginger e tom o app mais legal para seu celular, tablet, i pad...etc nao recomendo esse ai."
neu,3,"Nao entra o nome do pet"
neg,1,"Kkkkkkk	Que bosta de jogo  vai toma nu cu quem criou ele"
pos,5,"bom	Eu gostei muito"
neu,3,"Esse jogo demora demais pra baixar e ainda nao tem quase nada pra fazer mediano o jogo, o app do Pou è melhor me add la gente Niitta19 bjs"
neg,1,"Eu achei	Meio chatinho tem nada pra fazer"
pos,5,"parece ser legal	Acho que é legal ainda não sei por que to baixando ainda mais recomendo minha amiga teem e parece ser legal"
neg,1,"Oriivelllllllll	Não recomendo a ninguém é péssimo"
neg,1,"O Pou é melhor!	Ruim, querem um bichinho de estimação? Procurem pelo Pou. Eu tenho o pou no meu aparelho dá 10 a 0 nesse tal Pet Daycare."
pos,5,"O jogo bom	Excelente"
neg,1,"Um lixo nao baixem essa bosta e jogo de nob"
neg,2,"ñ sei	ainda to baixando mais pelos comentarios!!!"
neg,1,"HORRIVEL	\"Pensei\" q era legal, mais o meu pet so ficava no \"tired tired\", nn baixem eh um lixo"
neg,1,"Concordo o pou e o melhor quem tem add floppy17s2"
pos,5,"Legal	Esse jogo de ser legal"
neu,3,"Legalzinho...	È bem divertido mais tem poucas coisas."
neg,1,"Tonto	Pou é o maioral"
pos,5,"Muito locko baixen adorei"
neg,1,"Baxei	Baxei e ñ gostei diverdade. Mas eu recomendo. Pou esse jogo e que e legal..."
neg,1,"Horrivelll!!!!!	Pou e muito mais bom q essa bostinha"
neg,1,"Nao gostei	Esse jogo e muito infantil"
pos,5,"Bom	Boa"
neg,1,"Ruim mas vc o dono ,ele e ruim pq não e agente q cuida dele agente clica e ele.interage desculpe se vc procura um jogo assim procure pou	Ruim"
neg,1,"CHATO :/"
neu,3,"E da pro gasto	Ele e legal mas a maioria das coisas e fekta pelo jogo minja nota e 3"
neg,1,"Bom mas .....	Ele até  q é legalzinho num vouuuu mentir.mais o problema é um tédio q só. Num tem nada pra fazer nesse joguinho é só da banho e dar comida pra ele (a). E mais um negocinho aí mais é muito chato não recomendo :-) Bjs...."
neu,3,"Nao sei	To baixando parece ser legal depois que eu baixar dou mais estrela"
pos,5,"Pelo resumo o jogo parece legal *_*"
neg,1,"Sei la se e bom nem vi ainda!!	Afe o resumo ja e o que falei!"
neg,1,"Ta demorandooo	Demor mt pa baixa c four chato abaixo o pou"
neu,3,"Bom	È um jogo fofo....."
neg,1,"Nao  tem  sentido	So tem que dar  bano remedio a agua e a comida  e brincar de bola  e um negosio que gira"
pos,5,"Sim	Muito bom"
neu,3,"Ai num gostei muito nao	Aii pode melhorar mais nem ele num faz quaze nda po"
neg,2,"Nossa q chato,achei mais legal,mais tipo nem e ,tipo esse jogo e uma bosta,desculpa a palavra,mais e uma bosta msm...horrivel,com certeza Poune melhor	Genti e uma merda nao baixem ele, Pou e muito melhor recomendo pou nao esse  joguinho idiota"
neg,2,"Nossaaaa...	Que joguinho tosco e sem objetivo"
pos,4,"Legal	To  baixando"
neg,2,"que	é uma porcaria n tem jogo e vc n compra nada *vc n pode fazer nada"
neg,1,"orrivel	pode perdi um minuto da minha vida jogando a porra desse jogo"
neg,1,"Baixando	Deve ser legal"
neu,3,"Natalia	Esse jogo e muito legal mais legal que  o pou"
pos,5,"..	Eu vou ver esse jogo que nao carrega rapido no meu tablet"
neu,3,"Mais ou menos	E legalsinho inho inho mas e um pouco chato"
neg,1,"E chatinho	Chato chatisse nao recomendo nao baixem isso e perda de tempo e merda e muita droga nao e legal e pra bebe e nos nao somos bebes"
neu,3,"prefiro mil vezez pou	esse jogo pode ser legal mas o pou e o melhor jogo q eu ja joquei no mundo..."
pos,5,"Muito bom	Bom di mas o jogo mas recomendo pou eu adoro:-)"
neg,2,"Melissa Jenny	Eu acho que é bom porque está 74% carregando.?????????"
pos,4,"Divertido	Divertido"
neu,3,"parece ser legall...	bom parece ser vamos ver... estou baixando ainda! ;)"
neg,1,"Demora mt pra baixarr"
neu,3,"Mais ou menos	É mais ou menos"
neu,3,"Ainda não joguei..	...mas acho q deve ser legal e bem fofo"
neg,2,"Chato!!	Chato!Concordo com Ricard,tambem recomendo Pou!!!!"
neg,2,"Ruinzinho	O bichinho reseta toda hora.-. N da pra desgrudar do celular KKK"
neu,3,"Baixando u.u	Naum sei c eh bom ow naum mas vamos v neeh... mas pra qm recomendou o POU concerteza ele eh mt bom mais ja enjuo ja aff"
neu,3,"SLAAAA	eu n sei como é,mas eu conheco um jogo bem legal que eu me viciei chamado POU.em baixo diz mas caso n acharem é só pesquisar rsrsrsrsrsrsrsrsrsrsrsrs"
neg,1,"uma merda	aff que chato nao da pra sair com ele sei la uma merda"
pos,5,"E legal	E muoto bom e eu  me divirto com esse jogo"
pos,5,"não sei	vou ver se o jogo e bom."
neu,3,"Ainda nao vih	Eu vou ver como è esse jogo...pq vi varios comentarios... :)"
neg,1,"Fraquinho	Pra BABY..."
neg,1,"Muiiiiiiiittttttooooo ruim	Eu baixei de moro i tam bm é uma porcaria"
neu,3,"sem graça recomendo o pou è um bicho virtuau alem de vc da banho da cumida  conpra ropa passa de nivel da pra visitar outros pou"
neu,3,"nao cei	sera q e legal ? isso vamos ver porisso 3 estrelas kkkkkk"
pos,4,"Ricard	Nao istalei mais tem bastante esttela n sei ?? Recomendo o POU :•)"
neg,1,"Chato	Porcaria nao baixem"
neg,1,"Ruuuim	Ruim de mais nao recomendo é muito sem graça velho . Voces querem bichinho virtual?? Procure o Pou esse eu recomendo bjs bjs gatas e gatoss"
neg,1,"Chato	Esse jogo è muito ct sabe pq não tem qs nd pr fz nd de nada.[a è eu so dou 1 estrela"
neg,1,"Só 200 segundos de jogo	Pessimo"
neu,3,"To baixando...kkk	Dei tres estrelas de comeco depois eu vejo se e bom e dou mais,pelo os comentarios parece ser bom e outros parece ser horrivel,tem jente que coloca uma estrela so pra ser machista e para o pessoal nao baixar mais quem faz isso e um troxa!"
neg,1,"Nao percam tempo com isto..."
neg,2,"Bom	+ou-"
neg,1,"Horrivel fica travando de mais.  NAO RECOMENDO"
neg,1,"nao gostei	O jogo torna-se super repetitivo e secante"
neg,1,"Lixo	Que lixooooooo agente so fica cuidando dele por 200cegundos e mo palio"
pos,5,"Amei	Muito lindo o jogo!!"
pos,5,"Muito bom mesmo"
pos,5,"Amei mesmo	Esse jogo é o melhor jogo do mundo."
neg,1,":s	Dei uma estrela, porque este jogo é muito legal"
neg,1,"Ridiculo	Muito criansiçe nao recomendo"
pos,5,"Amei	Parabens pelo jogo. My bom recomendo pra vcs baixarem"
pos,5,"Bom passatempo"
pos,5,"Legal	Gostei muito desse jogo"
pos,5,"Dou 5 estrelas	Gostei muito criativo"
pos,5,"Otimo	Bem interessante e a pessoa aprende mais"
neu,3,"Legal!	Adotado por muitos seguidores!"
neu,3,"Legal mas dificio	So tem pessoas antigas"
pos,5,"Excelente	O jogo e muito legal"
pos,5,"Gostei bastante!	É muito educativo."
pos,4,"Muito legal	O aplicativo é  manero. Recomendo."
pos,4,"Baixando.....	......"
neg,2,"+ ou -	O anuncio ta por cima das alternativas.! Nao da pra jogar no dificil"
neu,3,"Alesssss	Estou baixando"
pos,5,"Ótimo	Adorei melhor não tem....bem interessante..."
pos,5,"Muito bom! Vai ajudar muito a minha filha que está em idade escolar"
neg,1,"App xato	Xato de mais"
pos,5,"Muito bom	É ótimo tem vários personagens. Muito"
pos,5,"Legal	Muito legal,  pra quem n tem nada p fazer"
pos,5,"Interessante	Legal para ligar nomes a fotos das pessoas importantes. Vale a pena abaixar"
neg,1,"Lixo	Muita propaganda que tapa a visão e tira seu tempo."
pos,5,"Legal	Muito legal adorei"
pos,5,"Bom amei	E mt bom e nao trava ; D"
pos,5,"Super legal	Gostei bastante do jogo...."
neg,1,"Bom, se tirasse os anúncios	Os anuncios nao deixam ver as alternativas."
neg,1,"Idéia boa,porém,as propagandas ficam em cima das opções de resposta! Não dá p jogar! Uma estrela!	Propaganda atrapalha!!"
neg,2,"nao da	quando vc vai resaponder aparece prpaganda em cima da resposta.  odiei"
neg,2,"O jogoo até que é legazinho maas em quanto estou jogando fica aparecendo anuncios em baixo ai nao da pra ver os nomes!"
pos,5,"Jogo legal recomendo	Muito interessante!!!"
pos,5,"Muito bom	Joguino bem divertido"
pos,5,"Muito bom	Gostei."
pos,5,"Muito bom	Prático e fácil de jogar! Gostei"
pos,5,"Interessante e educativo	Ótimo pra passar o tempo e exercitar um pouco a mente!"
pos,5,"Gostei!!!	Muito bem feito. Parabens"
pos,5,"Muito bom!	Uma verdadeira aula de história!!! Parabéns"
pos,5,"Muito bom	Ótimo para passar o tempo.....recomendado!"
pos,5,"Bom	Otimo ameeeeeei . Aprovado"
neu,3,"Gostei	Não tenho nada pra reclamar , é um bom passatempo..."
pos,5,"Eliane Lima	Adoro jogar"
neg,1,"Chato	E meio chato aff ja vi melhores"
neg,1,"O grafico e ruim e acaba miuto raoido a daze	O grafico e ruim e as fazes acaba.muito rapido"
pos,5,"Exelente jogo	Amo"
pos,5,"Legal	Maneiro e divertido"
pos,5,"muito legal mais esperava mais	adoorei"
neu,3,"Baixando.......	Vamo ver se eh bom...."
pos,4,"Bom	Esperava mais."
neg,2,"Ele acaba mto rápido	Em 4 dias cheguei no nível 45 e acabou, não tem mtos desafios. Não gostei mto por isso."
neu,3,"Normal.	Da para o gasto."
pos,4,"???	é  bom"
neg,1,"Nao gostei	Muito sem graca vc nao faz nada alem de \"destruir\" diamantes! Muito sem graca. Só dei uma estrela pq nao tinha opcao"
pos,4,"Muito bom	demais"
pos,5,"Perfect	Otimo jogo ."
pos,5,"É otimo!!"
pos,4,"Muito bom essr jogo"
pos,4,"Excelente	Amei muito bom"
pos,4,"Otimo	Um exelente jodo de distracao...."
pos,5,"Legal	E muito legal ele tira nossa raiva"
neg,1,"Rezek sexy	Esse jogo é uma merda !!"
neg,1,"Aff	O jogo é uma merda num abaixem"
pos,5,"Haier W910	Tudo que eu precisava está aqui muito bom"
neu,3,"Lucas ajuda eu	Velho, gostei do aplicativo, mais tem um porem, além de estar todo em inglês, não to conseguindo baixar jogos do NEO GEO, precisa fazer uma conta besse app..??? Me esplica como fazer, Me ajuda ai gente... valeww"
pos,5,"Muito bom	Funciona perfeitamente, e ainda é grátis,  thanks!"
pos,5,"otimo!!	muito bom,,otimo aplicativo um dos melhores que ja baxei ate hoje  ^-^"
pos,5,"Parece legal	Mas nao sei como usa rsrsrs"
pos,5,"Irrado."
pos,5,"Muito bom	Essa e o melhor app para baixar games de emulador"
pos,5,"Exelente.	Otimo app so que os jogos sao muito grandes e pra baixar com essa internetzinha de 9,90 nao rola."
neg,1,"nem dá para baixar.	É um mini navegador de net com o site emuparadise que já conheço anos, no navegador padrao so da falha no download e consigo passar pelo captcha numa boa nessa bosta não da."
pos,5,"Ótimo	Bom mesmo, até agora não vi nada igual"
pos,5,"Muito bom!	Como alguém pode falar mal desse apk? Deve estar usando celular da tekpix"
pos,5,"Excelente !!!!!!!!!!!!!!:)	Este é com certeza , um dos melhores apps que eu baixei até hoje , eu tinha baixado o PPSSPP ( emulador de PSP ) , mas não encontrava as RONS , e com esse app , achei todas as rons , faceis de baixar , e mesmo sendo em ingles , não é complicado , é só escolher o emulador e o jogo colocando o nome ou a letra e clicar em (download). PARABÉNS AOS DESENVOLVEDORES !!!!!!!!!!!!!;)"
pos,5,"O app e daora so tenque saber usar us mane fica criticanu"
neg,1,"Caralho	Q porra é essa, vai toma no cú quem foi o filha da puta q invento isso"
pos,4,"Válido.	Esse app é um atalho para o site emuparadise onde você encontra roms e emuladores de quakquer console. Vale a pena."
neg,1,"Uma merda	E em ingles e n presta perdi tempo,spaço na memoria,meu irmão queria jogar uns e nada de bom aparece.Fica Dica:n baixe e uma merda."
pos,5,"Otimo	Muito bom"
neg,1,"Merdaaaaaaa	Não serve para nada  essa porcaria"
pos,5,"uma merdawjwjamw67545	isso e uma merda nao pega nada mjtwjndgwtgmgamagagjdjjatdj.serviços.mediuxavier  lhe,ly'::;;5552645"
pos,5,"Muito bom	Se vcs são ignorante não sabem fazer nada e não dominam o inglês. Então para de falar mau o programa e ótimo o problema e a inteligência q vcs q criticam não tem. Não é emulador serve apenas para baixar roms. Mother fucker"
neg,2,"so papo furado	eu so queria jogar driver 2 no meu tablet sera que e pedir muito..."
neg,2,"Merdaaaa	Merdaaaa alem de ser ingles,n da pra vc enteder nada e n sabe uq fazer!!!vc fika perdido na desde a pagina inicial ate fazer o donwload,e quando vai fazer o donwloas da um problema ou trava e eu me perco todo pq sao umas 4 paginas so fazendo a mesma pergunta = P"
neu,3,"Como eu faco pra colocar foto	Quero colocar minha foto"
pos,5,"Excelente	Mto bom msmo :) Nesse aplicativo vc pod baixar qualquer Rom ou qualquer emulador  Parabens ;)"
neg,1,"pelo amor de Deus	Q saco"
pos,5,"É uma merda"
neg,1,"Chato	Parece legal,mais quando vc abre para jogar,vc ve que é horrivel. Não a baixe"
neg,1,"Que merda	Eu baixei essa porcaria usei um dia no outro dia coloquei no jogo e nao foi desistalei e baixei de novo e nao foi falei para minha filha que nao podia estalar e disse por que, ela viu como estava o  jogo e concordo  comigo mais  esse jogo é uma merda mesmo e uma porra. Jogo vai se fude cú cúúúú"
pos,5,"Bbianca	Omeloer jogo do mundo"
neg,1,"Horivel	Eu nao gostei e pesimo afff odiei e muito chata nao baixe"
pos,5,"Lindo	Ótimo amei"
pos,4,"Otimo	Bom gostei"
neg,1,"Horrivél.	Chatoo de mais  e bobo não estalem essa merda.."
neg,1,"Que horror	Isso é horrivel quem baixou como eu retire essa merda de jogo do tablet  e quem não baixou não baixe nunca . Ps : sei que isgerei mas o jogo é horrivel"
neg,1,"Que merda	Parese lagal mas e uma merda e uma porra"
neg,1,"Ruim	Não gostei e trava"
neu,3,"Nao e muito legal"
neg,1,"Chatoo	Não sei jogar esa bosta"
pos,5,"Otimo	Perfeito amei!!!uI"
neg,1,"Ruim	E muito ruim trava todo o tempo"
neg,1,"Horrivel	Por mim não dava nenhuma estrela.jogo sem graça"
pos,5,"Nuss	Meu esse povo reclama de tudo além de ser de graça que reclama então rira e não reclama mais"
neu,3,"Nao sei ainda estou baixando mais espero q seja bom"
neg,2,"Demais	Mto massa"
pos,5,"?,:,!!:;!Yana	Muito bom podem baixar"
pos,5,"Ótimo	Podem baixar♡♥♡♥"
neg,1,"Pessimo	Nao tenho palavras pra dizer o quanto e chato 1 estrelinha pra esse jogo"
pos,4,"Maneirinho	E daorinha ,"
pos,5,"Ainda n sei	Ainda to baixando mas n sei se é legal mas pelos comentarios deve ser."
pos,5,"Adorei	Gostei pode baixar gemte e exelente.........nota 10"
neg,1,"Bia	Orrivel o pior jogo naum aconcelho a niguem"
pos,5,"Muito bom	Excelente jogo"
pos,5,"Bastante bom....	bastante bom , agradável de jogar e bons gráficos."
pos,5,"Muito bom	Gostei, mas este jogo nao é o zuma, é o luxor. Eu tenho o luxor 2 para a ps2"
pos,5,"Ameiiiiiiiiiiiiii	Nossa o melhor de tds aqui..extremamente viciante e muito facil de instalar..recomendo... ah!!  e ñ é virus viu ..."
pos,5,"Adoro!"
neg,2,"Nao roda	Nao roda no meu Sansung Pocket .... Que pena!!!!"
pos,5,"Lembranças	Quando tinha 5 anos gostava de luxor. Agota tenho 11 anos e me lembro desse jogo favorito eu era viciante nesse em jogo"
pos,5,"Recomendo!!!	Estes jogos realmente são viciantes... vale a pena baixar, depois é só diversão."
neg,1,"Nao consigo acessar o jogo..."
pos,5,"Exelente	Muito bom esse jogo aviciante merece mas estrelas"
pos,5,"Sensacional	Amei!!! Vale muitoa pena baixar. Funcionou certinho no meu Sony Xperia"
pos,5,"Muito bom no optimus l7 2	O gráfico é muito irado ea resolução é ótima"
pos,5,"Otimo jogo.	Otimo!! Roda liso e sem problema."
pos,5,"To baixando...	Mas..deve ser mto legal Um bjo pra vc q leu meu comentario..."
pos,5,"Ótimo... : )	Um pasatempo show ..."
pos,5,"Adoro	Galaxy s3 O game é viciante, tem gráficos excelentes.  Essa versão ficou muito boa."
pos,5,"Excelente	Muito bom mesmo, rodou perfeito"
pos,5,"Perfeito	Isso sim é jogo! Gráficos, efeitos de luz e música excelente! Diversão garantida sempre!!"
pos,5,"Excelente!	Um dos melhores na categoria. Eu recomendo."
pos,5,"Muito bom jogo excelente	Otimo jogo vale bem a pena  /c"
pos,5,"Ótimo	Poderia ter chefoes igual ao Zuma Deluxe do iOS"
pos,5,"J	E muito legal"
pos,5,"Sem palavras!!	Muito Fera!!"
pos,5,"Espetacular.	Muito bom e viciante."
pos,5,"Legal	Muitooooo bom, o melhor acho!!!!!"
pos,5,"Baixando	Pareçe ser bom"
pos,5,"Show...	Expandi a memoria externa do meu andróide, para o baixar mais jogos como este."
pos,4,"Bom#	Bueno#"
neg,1,"Uma bosstaaa :-[	E uma merda fica um tempao pra abrir e quando ja fecha nao recomendo"
pos,5,"É muito bom mesmo ameiiii jogar esse jogo !!!!"
pos,5,"Ótimo jogo	Muito bom...."
pos,4,"Zuma sempre bom	Bom"
neg,1,"Aaaah	Pq todos os jogos de vcs ficam c a tela branca??? Adoro os graficos e os jogos mas esses bugs cansam a paciencia! Fora q o jogo p baixar demora um seculo...taloooko"
pos,4,"Ace Plus - GT7500L	Excelente... Mas dah uns lags de vez em qndo q para o jogo por uns segundos... Mas vale a pena."
pos,5,"Otimo	Bom d+"
pos,5,"Bom	Gosto muito da versão do computador mas esse ficou legal também"
pos,5,"Jogo ótimo.	Muito bom e  viciante."
pos,5,"Muito bom recomendo"
pos,5,"Muito bom	Diversao garantida po muito tempo."
pos,5,"Muito bom!	Gostei!"
pos,4,"Muito bom	So falta dar uma atualiza pq as vezes fik a tela branca na hora de jogar .."
pos,5,"Bom demais	Esse sim e conpleto com belos graficos."
pos,5,"Grande jogo	BRUTAL."
pos,5,"Empolgante	Realmente viciante muito bom 5 stars!!!!!!!!"
pos,4,"Muito bom	Gostei muito. É viciante. Da para passar um bom tempo jogando."
pos,5,"Perfeito!!	Muito bom! Super recomendo. Amo esse jogo!!"
pos,4,"Gapaxy s4	B9m jogo....mas comparado ao s2 ele fica muito rapido e quese impossivel de ganhar... gostei que virou a versao Hard"
pos,4,"Muito divertido	Bons gráficos e jogabilidade bem boa."
pos,5,"Impressionante!! SII Lite	Adorei o grafico, o som e maravilhoso,ele e tudo bom!!Parabens aos criadores!!Roda muito bem no cell!! Viciante!!!!!!"
pos,5,"muito bom	."
pos,5,"Bom game	Otimo passatempo"
pos,5,"Legal	Melhor jogo do gênero"
pos,5,"Excelente, nota máxima!!!	Excelente, nota máxima!!!"
pos,5,"Show de bola!	Quem gosta desse tipo de jogo não vai se decepcionar!"
pos,5,"Legal	Passa o tempo"
pos,5,"5 Estrelas Facil!!!	Valeu os milhões investidos!"
pos,5,"Excelente jogabilidade	Muito bom. Fácil de jogar, e divertido"
pos,4,"Interessante	Os gráficos  são  bem elaborados e a jogabilidade  é  muito boa."
pos,5,"Muito bom	Para quem gosta deste género de jogo, para mim este é sem dúvida o melhor."
pos,5,"Bom	Jogo ótimo"
pos,5,"Viciante	Muito bom excelente esse jogo, viciante."
pos,5,"Muito bom!!!!!	Jogo realmente viciante!!! Bem elaborado em gráficos e 'músicas', envolvente, vale a pena!!!"
pos,5,"Bom	Viciante"
pos,5,"Recomendo	jogo excelente muito viciante..."
pos,5,"Excelente	Adorei gosto dece jogo muito  bom me  distração do dia a dia."
pos,5,"Muito bom!!!"
pos,5,"Muito bom adorei eu consigo gastar varias horas nisso"
pos,5,"Excelente	como no pc e no celular XD"
pos,5,"Excelente :)	Gosto muuuito de zuma, e esse é o melhor que já baixei. Os efeitos de som são bem criativos, da mais emoção ao jogo. Ah! Não posso deixar de comentar os efeitos que podemos adquirir com as moedas que ganhamos, faz toda a diferença, pois os níveis vão ficando bem mais difíceis. Eu zerei o jogo e estou muito satisfeita."
pos,5,"Um jogo mto bom	Realmente o jogo é bem viciante"
pos,5,"Não há o que falar do jogo.	Jogo muito bom!!!"
pos,5,"Muito bom	Gostei muito desse jogo esse jogo é viciante"
pos,5,"Excelente jogo. Adorei	Baixem vale a pena"
pos,5,"Esse e o melhor	Ele e o melho que tem"
pos,5,"Supar	Agradravel baixem"
pos,5,"Egipt zuma	O melhor jogo de bolinhas"
pos,5,"Vale, muito bom	O jogo eh otimo. Depois do nivel 6 ele realmente fica mais dificil. Ainda nao terminei o jogo mas recomendo, funciona super bem."
pos,5,"Pad	Muito bom . . .e viciante... muito viciante....cuidado"
pos,5,"Bom	Muito bom. Não trava no meu razr I. Recomendo."
pos,4,"Muito bom!	Nível de dificuldade excelente. gráficos incríveis! recomendo!"
pos,5,"Fantástico	Eu adoro esse jogo. Rodava em PC e agora posso curtir no tablet Philco 7a perfeito. Não travou. Som e música 100℅. Recomendo,"
pos,4,"Muito bom	Bom jogo para passar o tempo com muitas fases e desafios variados"
neg,1,"Não pega no meu celular	Eu adoro esse jogo. Jogava muita na minha infância, mas infelizmente não pega direito no meu galaxy pocket :s"
pos,5,"Bacana, otimo para passar o tempo.	Melhor jogo do genero."
pos,5,"Excelente	Um dos melhores!!! Recomendo!!!"
pos,5,"Legal	Muinto loco este jogo"
pos,5,"Espero q de	Gostei mt de jogar no tablet da minha irmã ...vamos ver se no meu vai ddar certo... espero q siim"
pos,5,"Amei	jogo muitoooooo bom."
pos,5,"10	Muito bom!"
pos,5,"Excelente!	Tanto bom quanto o jogo equivalente para PC. Diversao garantida."
pos,5,"O melhor!	Excelente! Já até perdi a estação do Metrô jogando! Demais!"
pos,5,"Excelente	EEE joguinho viciante! Ta doido. Ótima versão. Não trava, musiquinha bacana... Nota 10. Galaxy Nexus."
pos,5,"Galaxy S3	Muito bom! Baixem, está excelente!!!"
pos,5,"Excelente!	Ótima versão de suma, acabei de zerar! São dez fases, o nível vai dificultando à medida em que passamos, sendo o último MUITO difícil, um verdadeiro desafio. Adorei, recomendo!"
pos,5,"Perfeito	Simplesmente maravilhoso. Ótimo para quem gosta de jogos. Recomendo."
pos,5,"Viciante xD Parabéns aos criadores .-."
pos,5,".	Perfeito."
pos,5,"Legal	A melhor versão de zuma que já vi"
pos,5,"Mto bom	Jogo nota 10"
pos,5,"Muito bom mais acabou todas as telas coloca mais"
pos,4,"MotorolaZoom	Muito bom!"
pos,5,"Eu gostei.muito bom.."
pos,5,"Graficos e jogabilidade perfeitos"
pos,5,"5*	Tal como no do PC, impecável. E continua viciante. No S3 roda sem problema."
pos,5,"Muito divertido	Gráfico,  jogabilidade,  musiquinha...  tudo muito atraente"
pos,5,"Otimo	Esse jogo é muito, muito, muito, bom...adorei..."
pos,5,"Excelente!	Excelente jogo."
pos,5,"Muito bom	Jogo muito divertido. Te prende por horas"
pos,4,"Muito bom !!!!!!	Gostei muito ,e melhor que o conhecido Zuma, tem otima  qualidade e roda muito bem no meu p3110"
neg,1,"Edson	Nao consigo baixar esse jogo no meu tablet por enquanto nao vou dar nrnhuma estrela"
pos,5,"To amando.s3"
pos,4,"Legal	Parecido com o do facebook."
pos,5,"Razr i	Ótimo jogo com gráficos ótimos, vale a pena baixar."
pos,5,"Otimo	Mt boom so que na primeira vez deu pacote invalido isso pq é android 4 mais na segunda vez deu certo mt bomm"
neg,1,"Não abre.	Levei umas tres horas pra conseguir baixar sem da erro e quando finalmente isso acontece, o grafico nao abre! Simplesmente fica uma tela branca com algumas.bolinhas coloridas! Decepcionante!"
pos,5,"Luxor	Adorei... Inspirado no Luxor e e grastyuityo /;)"
pos,5,"Excelentes gráficos!	Muito bom!!!"
pos,4,"Muito bom	Bem legals"
pos,5,"Muito legal	Lindos graficos adorei!"
pos,5,"Otimo game	Passatempo exelente para as horas vagas."
pos,5,"Anubis	Um ótimo passatempo. Vale a pena adquirir."
