@relation comments_train-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute ' comment' string
@attribute class {neu,neg,pos}

@data
'muito legal mais esperava mais\tadoorei',pos
'Baixando.......\tVamo ver se eh bom....',neu
'Bom\tEsperava mais.',pos
'Ele acaba mto rápido\tEm 4 dias cheguei no nível 45 e acabou, não tem mtos desafios. Não gostei mto por isso.',neg
'Normal.\tDa para o gasto.',neu
'???\té  bom',pos
'Nao gostei\tMuito sem graca vc nao faz nada alem de \"destruir\" diamantes! Muito sem graca. Só dei uma estrela pq nao tinha opcao',neg
'Muito bom\tdemais',pos
'Perfect\tOtimo jogo .',pos
'É otimo!!',pos
'Muito bom essr jogo',pos
'Excelente\tAmei muito bom',pos
'Otimo\tUm exelente jodo de distracao....',pos
'Legal\tE muito legal ele tira nossa raiva',pos
'Rezek sexy\tEsse jogo é uma merda !!',neg
'Aff\tO jogo é uma merda num abaixem',neg
'Haier W910\tTudo que eu precisava está aqui muito bom',pos
'Lucas ajuda eu\tVelho, gostei do aplicativo, mais tem um porem, além de estar todo em inglês, não to conseguindo baixar jogos do NEO GEO, precisa fazer uma conta besse app..??? Me esplica como fazer, Me ajuda ai gente... valeww',neu
'Muito bom\tFunciona perfeitamente, e ainda é grátis,  thanks!',pos
'otimo!!\tmuito bom,,otimo aplicativo um dos melhores que ja baxei ate hoje  ^-^',pos
'Parece legal\tMas nao sei como usa rsrsrs',pos
Irrado.,pos
'Muito bom\tEssa e o melhor app para baixar games de emulador',pos
'Exelente.\tOtimo app so que os jogos sao muito grandes e pra baixar com essa internetzinha de 9,90 nao rola.',pos
'nem dá para baixar.\tÉ um mini navegador de net com o site emuparadise que já conheço anos, no navegador padrao so da falha no download e consigo passar pelo captcha numa boa nessa bosta não da.',neg
'Ótimo\tBom mesmo, até agora não vi nada igual',pos
'Muito bom!\tComo alguém pode falar mal desse apk? Deve estar usando celular da tekpix',pos
'Excelente !!!!!!!!!!!!!!:)\tEste é com certeza , um dos melhores apps que eu baixei até hoje , eu tinha baixado o PPSSPP ( emulador de PSP ) , mas não encontrava as RONS , e com esse app , achei todas as rons , faceis de baixar , e mesmo sendo em ingles , não é complicado , é só escolher o emulador e o jogo colocando o nome ou a letra e clicar em (download). PARABÉNS AOS DESENVOLVEDORES !!!!!!!!!!!!!;)',pos
'O app e daora so tenque saber usar us mane fica criticanu',pos
'Caralho\tQ porra é essa, vai toma no cú quem foi o filha da puta q invento isso',neg
'Válido.\tEsse app é um atalho para o site emuparadise onde você encontra roms e emuladores de quakquer console. Vale a pena.',pos
'Uma merda\tE em ingles e n presta perdi tempo,spaço na memoria,meu irmão queria jogar uns e nada de bom aparece.Fica Dica:n baixe e uma merda.',neg
'Otimo\tMuito bom',pos
'Merdaaaaaaa\tNão serve para nada  essa porcaria',neg
'uma merdawjwjamw67545\tisso e uma merda nao pega nada mjtwjndgwtgmgamagagjdjjatdj.serviços.mediuxavier  lhe,ly\'::;;5552645',pos
'Muito bom\tSe vcs são ignorante não sabem fazer nada e não dominam o inglês. Então para de falar mau o programa e ótimo o problema e a inteligência q vcs q criticam não tem. Não é emulador serve apenas para baixar roms. Mother fucker',pos
'so papo furado\teu so queria jogar driver 2 no meu tablet sera que e pedir muito...',neg
'Merdaaaa\tMerdaaaa alem de ser ingles,n da pra vc enteder nada e n sabe uq fazer!!!vc fika perdido na desde a pagina inicial ate fazer o donwload,e quando vai fazer o donwloas da um problema ou trava e eu me perco todo pq sao umas 4 paginas so fazendo a mesma pergunta = P',neg
'Como eu faco pra colocar foto\tQuero colocar minha foto',neu
'Excelente\tMto bom msmo :) Nesse aplicativo vc pod baixar qualquer Rom ou qualquer emulador  Parabens ;)',pos
'pelo amor de Deus\tQ saco',neg
'É uma merda',pos
'Chato\tParece legal,mais quando vc abre para jogar,vc ve que é horrivel. Não a baixe',neg
'Que merda\tEu baixei essa porcaria usei um dia no outro dia coloquei no jogo e nao foi desistalei e baixei de novo e nao foi falei para minha filha que nao podia estalar e disse por que, ela viu como estava o  jogo e concordo  comigo mais  esse jogo é uma merda mesmo e uma porra. Jogo vai se fude cú cúúúú',neg
'Bbianca\tOmeloer jogo do mundo',pos
'Horivel\tEu nao gostei e pesimo afff odiei e muito chata nao baixe',neg
'Lindo\tÓtimo amei',pos
'Otimo\tBom gostei',pos
'Horrivél.\tChatoo de mais  e bobo não estalem essa merda..',neg
'Que horror\tIsso é horrivel quem baixou como eu retire essa merda de jogo do tablet  e quem não baixou não baixe nunca . Ps : sei que isgerei mas o jogo é horrivel',neg
'Que merda\tParese lagal mas e uma merda e uma porra',neg
'Ruim\tNão gostei e trava',neg
'Nao e muito legal',neu
'Chatoo\tNão sei jogar esa bosta',neg
'Otimo\tPerfeito amei!!!uI',pos
'Ruim\tE muito ruim trava todo o tempo',neg
'Horrivel\tPor mim não dava nenhuma estrela.jogo sem graça',neg
'Nuss\tMeu esse povo reclama de tudo além de ser de graça que reclama então rira e não reclama mais',pos
'Nao sei ainda estou baixando mais espero q seja bom',neu
'Demais\tMto massa',neg
'?,:,!!:;!Yana\tMuito bom podem baixar',pos
'Ótimo\tPodem baixar♡♥♡♥',pos
'Pessimo\tNao tenho palavras pra dizer o quanto e chato 1 estrelinha pra esse jogo',neg
'Maneirinho\tE daorinha ,',pos
'Ainda n sei\tAinda to baixando mas n sei se é legal mas pelos comentarios deve ser.',pos
'Adorei\tGostei pode baixar gemte e exelente.........nota 10',pos
'Bia\tOrrivel o pior jogo naum aconcelho a niguem',neg
'Muito bom\tExcelente jogo',pos
'Bastante bom....\tbastante bom , agradável de jogar e bons gráficos.',pos
'Muito bom\tGostei, mas este jogo nao é o zuma, é o luxor. Eu tenho o luxor 2 para a ps2',pos
'Ameiiiiiiiiiiiiii\tNossa o melhor de tds aqui..extremamente viciante e muito facil de instalar..recomendo... ah!!  e ñ é virus viu ...',pos
Adoro!,pos
'Nao roda\tNao roda no meu Sansung Pocket .... Que pena!!!!',neg
'Lembranças\tQuando tinha 5 anos gostava de luxor. Agota tenho 11 anos e me lembro desse jogo favorito eu era viciante nesse em jogo',pos
'Recomendo!!!\tEstes jogos realmente são viciantes... vale a pena baixar, depois é só diversão.',pos
'Nao consigo acessar o jogo...',neg
'Exelente\tMuito bom esse jogo aviciante merece mas estrelas',pos
'Sensacional\tAmei!!! Vale muitoa pena baixar. Funcionou certinho no meu Sony Xperia',pos
'Muito bom no optimus l7 2\tO gráfico é muito irado ea resolução é ótima',pos
'Otimo jogo.\tOtimo!! Roda liso e sem problema.',pos
'To baixando...\tMas..deve ser mto legal Um bjo pra vc q leu meu comentario...',pos
'Ótimo... : )\tUm pasatempo show ...',pos
'Adoro\tGalaxy s3 O game é viciante, tem gráficos excelentes.  Essa versão ficou muito boa.',pos
'Excelente\tMuito bom mesmo, rodou perfeito',pos
'Perfeito\tIsso sim é jogo! Gráficos, efeitos de luz e música excelente! Diversão garantida sempre!!',pos
'Excelente!\tUm dos melhores na categoria. Eu recomendo.',pos
'Muito bom jogo excelente\tOtimo jogo vale bem a pena  /c',pos
'Ótimo\tPoderia ter chefoes igual ao Zuma Deluxe do iOS',pos
'J\tE muito legal',pos
'Sem palavras!!\tMuito Fera!!',pos
'Espetacular.\tMuito bom e viciante.',pos
'Legal\tMuitooooo bom, o melhor acho!!!!!',pos
'Baixando\tPareçe ser bom',pos
'Show...\tExpandi a memoria externa do meu andróide, para o baixar mais jogos como este.',pos
'Bom#\tBueno#',pos
'Uma bosstaaa :-[\tE uma merda fica um tempao pra abrir e quando ja fecha nao recomendo',neg
'É muito bom mesmo ameiiii jogar esse jogo !!!!',pos
'Ótimo jogo\tMuito bom....',pos
'Zuma sempre bom\tBom',pos
'Aaaah\tPq todos os jogos de vcs ficam c a tela branca??? Adoro os graficos e os jogos mas esses bugs cansam a paciencia! Fora q o jogo p baixar demora um seculo...taloooko',neg
'Ace Plus - GT7500L\tExcelente... Mas dah uns lags de vez em qndo q para o jogo por uns segundos... Mas vale a pena.',pos
'Otimo\tBom d+',pos
'Bom\tGosto muito da versão do computador mas esse ficou legal também',pos
'Jogo ótimo.\tMuito bom e  viciante.',pos
'Muito bom recomendo',pos
'Muito bom\tDiversao garantida po muito tempo.',pos
'Muito bom!\tGostei!',pos
'Muito bom\tSo falta dar uma atualiza pq as vezes fik a tela branca na hora de jogar ..',pos
'Bom demais\tEsse sim e conpleto com belos graficos.',pos
'Grande jogo\tBRUTAL.',pos
'Empolgante\tRealmente viciante muito bom 5 stars!!!!!!!!',pos
'Muito bom\tGostei muito. É viciante. Da para passar um bom tempo jogando.',pos
'Perfeito!!\tMuito bom! Super recomendo. Amo esse jogo!!',pos
'Gapaxy s4\tB9m jogo....mas comparado ao s2 ele fica muito rapido e quese impossivel de ganhar... gostei que virou a versao Hard',pos
'Muito divertido\tBons gráficos e jogabilidade bem boa.',pos
'Impressionante!! SII Lite\tAdorei o grafico, o som e maravilhoso,ele e tudo bom!!Parabens aos criadores!!Roda muito bem no cell!! Viciante!!!!!!',pos
'muito bom\t.',pos
'Bom game\tOtimo passatempo',pos
'Legal\tMelhor jogo do gênero',pos
'Excelente, nota máxima!!!\tExcelente, nota máxima!!!',pos
'Show de bola!\tQuem gosta desse tipo de jogo não vai se decepcionar!',pos
'Legal\tPassa o tempo',pos
'5 Estrelas Facil!!!\tValeu os milhões investidos!',pos
'Excelente jogabilidade\tMuito bom. Fácil de jogar, e divertido',pos
'Interessante\tOs gráficos  são  bem elaborados e a jogabilidade  é  muito boa.',pos
'Muito bom\tPara quem gosta deste género de jogo, para mim este é sem dúvida o melhor.',pos
'Bom\tJogo ótimo',pos
'Viciante\tMuito bom excelente esse jogo, viciante.',pos
'Muito bom!!!!!\tJogo realmente viciante!!! Bem elaborado em gráficos e \'músicas\', envolvente, vale a pena!!!',pos
'Bom\tViciante',pos
'Recomendo\tjogo excelente muito viciante...',pos
'Excelente\tAdorei gosto dece jogo muito  bom me  distração do dia a dia.',pos
'Muito bom!!!',pos
'Muito bom adorei eu consigo gastar varias horas nisso',pos
'Excelente\tcomo no pc e no celular XD',pos
'Excelente :)\tGosto muuuito de zuma, e esse é o melhor que já baixei. Os efeitos de som são bem criativos, da mais emoção ao jogo. Ah! Não posso deixar de comentar os efeitos que podemos adquirir com as moedas que ganhamos, faz toda a diferença, pois os níveis vão ficando bem mais difíceis. Eu zerei o jogo e estou muito satisfeita.',pos
'Um jogo mto bom\tRealmente o jogo é bem viciante',pos
'Não há o que falar do jogo.\tJogo muito bom!!!',pos
'Muito bom\tGostei muito desse jogo esse jogo é viciante',pos
'Excelente jogo. Adorei\tBaixem vale a pena',pos
'Esse e o melhor\tEle e o melho que tem',pos
'Supar\tAgradravel baixem',pos
'Egipt zuma\tO melhor jogo de bolinhas',pos
'Vale, muito bom\tO jogo eh otimo. Depois do nivel 6 ele realmente fica mais dificil. Ainda nao terminei o jogo mas recomendo, funciona super bem.',pos
'Pad\tMuito bom . . .e viciante... muito viciante....cuidado',pos
'Bom\tMuito bom. Não trava no meu razr I. Recomendo.',pos
'Muito bom!\tNível de dificuldade excelente. gráficos incríveis! recomendo!',pos
'Fantástico\tEu adoro esse jogo. Rodava em PC e agora posso curtir no tablet Philco 7a perfeito. Não travou. Som e música 100℅. Recomendo,',pos
'Muito bom\tBom jogo para passar o tempo com muitas fases e desafios variados',pos
'Não pega no meu celular\tEu adoro esse jogo. Jogava muita na minha infância, mas infelizmente não pega direito no meu galaxy pocket :s',neg
'Bacana, otimo para passar o tempo.\tMelhor jogo do genero.',pos
'Excelente\tUm dos melhores!!! Recomendo!!!',pos
'Legal\tMuinto loco este jogo',pos
'Espero q de\tGostei mt de jogar no tablet da minha irmã ...vamos ver se no meu vai ddar certo... espero q siim',pos
'Amei\tjogo muitoooooo bom.',pos
'10\tMuito bom!',pos
'Excelente!\tTanto bom quanto o jogo equivalente para PC. Diversao garantida.',pos
'O melhor!\tExcelente! Já até perdi a estação do Metrô jogando! Demais!',pos
'Excelente\tEEE joguinho viciante! Ta doido. Ótima versão. Não trava, musiquinha bacana... Nota 10. Galaxy Nexus.',pos
'Galaxy S3\tMuito bom! Baixem, está excelente!!!',pos
'Excelente!\tÓtima versão de suma, acabei de zerar! São dez fases, o nível vai dificultando à medida em que passamos, sendo o último MUITO difícil, um verdadeiro desafio. Adorei, recomendo!',pos
'Perfeito\tSimplesmente maravilhoso. Ótimo para quem gosta de jogos. Recomendo.',pos
'Viciante xD Parabéns aos criadores .-.',pos
'.\tPerfeito.',pos
'Legal\tA melhor versão de zuma que já vi',pos
'Mto bom\tJogo nota 10',pos
'Muito bom mais acabou todas as telas coloca mais',pos
'MotorolaZoom\tMuito bom!',pos
'Eu gostei.muito bom..',pos
'Graficos e jogabilidade perfeitos',pos
'5*\tTal como no do PC, impecável. E continua viciante. No S3 roda sem problema.',pos
'Muito divertido\tGráfico,  jogabilidade,  musiquinha...  tudo muito atraente',pos
'Otimo\tEsse jogo é muito, muito, muito, bom...adorei...',pos
'Excelente!\tExcelente jogo.',pos
'Muito bom\tJogo muito divertido. Te prende por horas',pos
'Muito bom !!!!!!\tGostei muito ,e melhor que o conhecido Zuma, tem otima  qualidade e roda muito bem no meu p3110',pos
'Edson\tNao consigo baixar esse jogo no meu tablet por enquanto nao vou dar nrnhuma estrela',neg
'To amando.s3',pos
'Legal\tParecido com o do facebook.',pos
'Razr i\tÓtimo jogo com gráficos ótimos, vale a pena baixar.',pos
'Otimo\tMt boom so que na primeira vez deu pacote invalido isso pq é android 4 mais na segunda vez deu certo mt bomm',pos
'Não abre.\tLevei umas tres horas pra conseguir baixar sem da erro e quando finalmente isso acontece, o grafico nao abre! Simplesmente fica uma tela branca com algumas.bolinhas coloridas! Decepcionante!',neg
'Luxor\tAdorei... Inspirado no Luxor e e grastyuityo /;)',pos
'Excelentes gráficos!\tMuito bom!!!',pos
'Muito bom\tBem legals',pos
'Muito legal\tLindos graficos adorei!',pos
'Otimo game\tPassatempo exelente para as horas vagas.',pos
'Anubis\tUm ótimo passatempo. Vale a pena adquirir.',pos
'adoro\tesse jogo e irado fico horas e horas brincando e muito massa',pos
Zuma,pos
'Bom\tE divertido.tambem ver que um jogo ja tao manjado pode trazer algo de novidade e beleza.',pos
'Erro\tO arqivo do pacote e invalido    Motorola razr i',neg
'Baixando\tTo baixando espero que seja legal...',neu
'lixo\tO jogo tudo em ingles ii ainda por cima trav aii demora muito',neg
'Tiago lucas\tEsse jogo e orrivel e chato pior jogo que joguei',neg
'Muito ruim o jogo nao tem tutorial\tE aida   muito ruim com grafico muito ruim',neg
'Ruim\tMuito ruim nem carrega no meu cel',neg
'Baixando\tEstou baixando deve ser legal por enguanto tou baixando dou trez estrela se for bom dou 5',neu
'+ ou-\tEu to esperan faz mas de duas horas esse negoso de jogo justa muito tem qui ser mas rapido isso que jogo..',neg
'So funciona com wi fi ou com internet\tQue postaa meuu.... Mudaa issoo aii eu instalo de novo...',neg
'Vo tenta\tJa ta no 66 fa um tempao e derepente falha Vo tenta baixa denovo',neg
'Ruin\tÉ em inglês e não tem nada pra fazer',neg
'Legalzinho\tPoderia ter mais bichos',neu
'Naum Sei\tEu acho q e boom mais demora muito pra baixar.',neg
'Jogo\tEle é parecido com o wonder zoo se que mais legal',pos
'Bom\tBom demais este jogo',pos
'Baixando\tEstou baixando vou ver se é bom...',neu
'E bom d +\tParabens para os criadores eu adorei nem sei pq esses bocos ficam falando q o jogo e ruim e mentira pois e excelente !',pos
'bom\tO jogo é legal',pos
'Muito legal so e um pouco complicado mas e viciante',pos
'E bom\tEle e muito legal',neu
'eu ainda nao joguei mais eu acho que e bom\torror',neg
'vamo ve\tto baixando vamo ve parece ser bom',neu
'Desinstalei.\t1.ta em ingles. 2.tem muito tutorial. 3.é muito ruin.',neg
'Vo ver\tDeve ser bom mas as fotos dos lugares q os animais fikam e meio  chatinho',pos
'Muito ruim\tAhhh mosso numpresta nao fica so numa friscura...eee falta de capacidade de fazer um jogo bom....nao gostei',neg
'Baixando ...\tDemora muito',neg
'Normal\tE muito bom ...adorei o joguinho .',neu
'Nao ta fazendo o download\tEssa porcaria nao da pra mim baixa travou no 76\%',neu
'Muito bom\tAdoro esse jogo,ja conhecia do meu outro cel.agora baixei no meu galax y . Fiquei muito feliz de ser compatível . :-D',pos
'Deve ser legal\tEstou Baixando Para Testar !!!!',pos
'Bom\tEstou baixando espero k seja bo',neg
'Baguio zuado demora muito pra baixar depois da erro essa bosta\tMelhora esssa merda',neg
'Baixando\tParece bom ;)',neu
'Otimo\tEu recomendo ,nao escutem esses trouxas que falam que ele e ruim porque nao e Ele e otimoooooooo!',pos
'Baixando\tMuitas expectativas..amooooooooo wonder zôo..mas não é compatível com meu celular..espero que haja semelhanças...',neu
'Mt bom\tNunca joguei mais parece ser mt bom',pos
'Legal\tAinda nao joguei mas deve ser legal dou 4 estrelas',pos
'E irado\tA muito bom e demais',pos
'ótimo\tperfeito gente baixen . mtt boom ￦￦￦￦￦￦ ¥££  «»®®$$',pos
'COOL D+\tQuem m baica e por que e bobo baxei pq do meu mano e jocue um poucp e achei demaia inves de le isso baixa burro kkk a tenho13 anos bye',pos
'Exelente\tOoo jogo eh bom\' assim eu gosto de coisas idiotas pra qm tambem gosta ehh bom!!! Nao eh todo mundo que vai curti\' mais eh\' legalsinho pra passar o tempo....',pos
'Esse jogo e muito bom eu adorei e os bestaiados fiquam botando  defeito  não ta peguando bla bla bla',pos
'Bom\tÉ um jogo normal até que e legalzinho podem baixar',neu
'Valquiria;-)\tBaixando... na expectativa de q seja bom mesmo e princinpalmente de q eu goste.',neu
'Jogo bom',pos
'Mt bom\tEle é otimo pena q nao dá pra comprar start com creditos do celular',pos
'Bom jogo\tMto bom baixem vale a pena',pos
'E muito bom\tEu adorei pos os bichinhos sao lindos',pos
'Muito bom\tGostei dimais. ..',pos
'Deve ser bom\tTô baixando, tomara q seja legal pelo menos eu espero haha hahaha.',pos
'Felipe\tsera que e parecido com wonder zôo',pos
'Huuuuuum,parece legal\tEstou baixando,tem jogos q nao consigo baixar tomara q baixe',pos
'Muito complicado\tEsse jogo e muito ruim tudo tem que compra... E o objetivo :p',neg
'Ótimo\tEu adorei,mt bom..',pos
'Muito bom\tBaixem vão gosta',pos
'Otimo adorei !\tAmei um dos melhores jogos do android !! Estou juntando dinheiro pra comprar o ornitorrinco !',pos
'otimo\tesse jogo e muito bom podem baixar juro ki nao vao se arrepender *-*',pos
'Jogo\tTomara que seja bom se não vou mandar para a casa do carralho...',neg
'Ótimo\tE um jogo muito divertido e legal',pos
'Ótimo\tEsse deve ser muito pelos o comentários por isso eu vou dar um cinco',pos
'n\tnão abre essa merda',neg
'Baixandooo... ;)\tVamos ver é booom',neg
'Excelente\tMuito bom estou no nivel 45 e muito bom',pos
'Belinha\tConcordo com vcs meninas legal vcs devem ser legais tabem vcs sao de mais',pos
'fraco\tdemora tanto tempo a instalar e a abrit',neg
'Bacana\tEsse joguinho e legal...',pos
'Legal\tDeve ser bom vou baixar pra ver tomara que seja bom se não vai lascar',pos
'Perfeitinho *-*\tNum to acreditando q perdi esse jogo :@ Precisei formatar o cartão e há estava no nível 14 saindo pro 15',pos
'O meu ta baixando. Mais no meu outro celular no galaxy s3. Eu baixei e ja to no nivel 35.Espero q eu ajudei.',pos
'Jhon\tBom de mas',pos
'122\tSe tivesse portugues ajudava.OK.',pos
'Esta ruim nada contra',neg
'Legal\tResponsinha',neu
'jogo\tMuito boooom',pos
'Deve ser legal\tMeu jogo tá baixando ainda...por enquanto sou três estrelas',neu
'Otimo\tBaixe esse jogo é otimo e muito legal',pos
'Galaxy 5\tNão presta tenho espaço poderá colocar cinco desses e diz que não tem  -.-',neg
'Ricardo\tEu vou esperim é nta ainda',pos
'Esse jogo e show de bola..\tEu adorei esse jogo.',pos
'É mais o menos',pos
'Nayara\tMuiiiiiiito legal uma hotima maneira de cuidar dos animais.......',pos
'Esse game uma, ótima versão de cuidar dos bichos',pos
'Quem tem?\tQuero um cuzinho.',pos
'Normal\tAinda nao joguei mas deve ser legal estou baixando ele pra testar por enquanto dou 3 estrelas',neu
'Ju\tBem que eu queria jogar mas meu pai esta usando o meu cartão de memoria do meu tablet ! Que saco !!!!!!',pos
'Funfa de boa no g5 só que é muito ruim e eu já tirei.',neg
'Putas otimo\tPutas esse jogo e otimo desgraçadis bichaas',pos
'Oi\tOtimo mas n da.',pos
'E bobo mas e bom para ganhar moranhos no talking gina',neu
'tap Zoo\tMaravilhoso',pos
'Ei davi se voce tiver cartao de memoria nao dar para baixar agora se voce tirar o cartao da para baixar ok',pos
'Joo\tNão da para jogar',pos
'Bom\tEle e bom mas ocupa muito espaço',pos
'Otiimo\tMuito bom o jogo',pos
'Muito bom\tBom d mais, mas no meu cel é travadinho',pos
'supimpa\tapesar de ser meio parado é viciantee.',pos
'Oo\tMtu bom grafico maravilhoso mais nao e 100 \"',pos
'Daniel\tMt show mas eu queria saber como se consegue estrela de graça ou não dá ? Por favor me respondam logo porque eu preciso para comprar um animal que tem limite de tempo e é com estrela então por favor me ajudem .',neu
'Muito grande\tNão é adaptado pro galaxy 5, fica grande demais na tela. Impossível jogar.',neg
'Não pega\tNão pega no galaxy  mini',neg
'Pessima adaptação\tNo iphone é otimo, no galaxy não tem nem delete de itens e nem da pra vender itens...criou ta criado, nao da pra apagar...descepcionante...',neg
'Esse jogo e de mais\tEsse jogo e super bom ele e de Mais.',pos
'Ruim\tLixo trava e pago',neg
'Mt bom\tÉ absolutamente divertido com várias opcões. É otimo para passar o tempo e entreter.',pos
'E uma\tE uma bosta nem da p jogar eu recomendo pra vc nao baixem                         NAO BAIXEM NEM JOGA VC SO VAI GASTAR SEU TEMPO',neg
'Porcariiiáaaaaaaa\tUm nojo. Nem prrcam tempoo',neg
'Uma bosta nao pega essa coisa\tOdiei',neg
'Não vi ainda\tNão vi ainda mais dou 3 estrela',neu
'Pessimo\tBaixei e na hora q fui jogar apareceu um negócio de q o jogo não poderia ser carregado desistalei na hora e peço que melhorem isso aí ganharam mais estrelas por entanto só uma...',neg
'pessimo\tnao baixeem eh horrivel e nao da pra jogaar',neg
'Bem rapido pra baixar',neu
'......Lg optimuns....\tEu nao recomendo esse jogo e ums merda ele pode ate carregar rapido e tals mais vc aperta la pra jogar mais eles pedem num sei oq la q se vc nao tiver vc nao joga..... e uma merda nnao baixem ......',neg
'Sansung galaxy y\tAs pessoas estão dizendo que è ruim mais qualquer coisa eu desistalo...',neg
'consegui  abir o jogo mais  fica  escrita não carregou  que sacos',neg
'Porcaria\tNao pega só da erro isso nao è jogo...',neg
'Chato\tPorque voceis nao colocam jogos melhores .disgrama',neg
'Merda\tQi porra é essa aqi meu celular descarregou ,carreguei de novo e a bosta do vestidinho so pulando e nunca carrega',neg
'Não carrega\tNão istalem',neg
'Galaxy y\tNão carrega! Só fica pulando o vestido e nada! Deixei quase 1 hora o celular de lado, e esqueci, quando peguei estava carregando ainda!  SeéLokoo ... Não presta!',neg
'Lixo\tTerrível',neg
'Uma porr@@@\tNum entra essa merda',neg
'Tablet DL HD7\tBom, eu instalei pensando que ia prestar, mais eu escolhia um jogo e passava meia hora carregando depois era só uma imagem branca com o nome volrar ao início',pos
'Ana luiza\tEssa merda nao carrega so fica aquele vestidinho pulando pulando...nao presta e o pior jogo q eu ja joguei ou melhor eu nem consegui jogar.......e orrivel',neg
'Amei\tAdorei esse jogo !',pos
':-/\teu nao gostei',neg
'Sei la\tAcho que é bm + pelo os comentarios é ruim',neu
'Gostei\tÉ muito bom',pos
'N gostei\tEsse jogo e uma porcaria tem q ter adobe flash player',neg
'Não vale nada\tE muito chato',neg
'Uma bosta\tÉ uma bosta n abre perdi tempo instalando essa porcaria',neg
'pessimo\toh menina do primeiro comentario vai se fude sua vaca puta besta e vc filha da puta esse jogo e uma merda sua fdp',neg
'zero estrelas\t:@ odeio pelo nome.dos.meus.20304857 amigos',neg
'Deve ser legal mais eu aInda não baixei..',neg
'Nao baixem o jogo trava o celular eu tive que desligar o  meu celular por que esse jogo é um cocô\tNao baixem o jogo trava o celular eu tive que desligar o  meu celular por que esse jogo é um cocô',neg
'Orrivel,pois nao entrou nada!!!!!!!!!!!!!!!!!!!.',neg
'BomBom\tBom',pos
'Muito ruim\tEsse jogo é uma BOSTA!',neg
'porcaria...\tNao baixem...',pos
'Pessimo uma cagada\tIssu e muito ruim a menina do primeiro comentario disse ai e bom e bom ai eu pesei deve ser legal ne quando eu baixei... e orrivel e muito ruim nao estalem isso vcs vao perde tempo',neg
'Amei\tAmo esses tipos de jogo que disse que e ruim e besta porque de ficar perdendo tempo com porcaria ai ai vcs dois do comentario sao bestas',pos
'Odiei\tOdiei esse jogo e uma porcaria',neg
'Ruim\tEsse jogo é uma bosta não avilio esse jogo e espero q vcs q estao lendo isso tb não percão seu precioso tempo para instala essa *****',neg
'Pessímo não instalem\tTravo o meu tablet  todo não recomendo  do jeito que  Carrego .carrego  rapído de mais não instalem se pudesse não dava nenhuma estrela: aff  OBS: parece bom mais depois que instala é orrível...',neg
'Nao e legal\tNao gostei trava o meu tablet toda hora pereçe 0 de estrela',neg
'Ruim\tÉ ruim  de mais é chato é muito chato nunca vi nada pior que isso você já \'vio ?é   brincadeira é demais',pos
'Samsung galaxy y\tNão entrou.travou no começo vou dar uma estrelo,mas nem tinha que da.',neg
'Bom\tMeus netos adoram',pos
'Baixo mais levo muito tempo\tFiquei esperando e. Fico carregando',neu
'Trava demais...',neg
'Muito ruim\tPo ñ carrega véi na boa se eu pudesse eu nao dava nenhuma estrela',neg
'Nao funciona\tNao carrega de jeito nenhum. So trava! Uma porcaria, bjjs',neg
'é chatinho\tnão vale mais de 2 estrelas',neg
'Orivel odiei\tEsse jogo  travo meu cell  e ainda porcima nao queria desinstalar afz',neg
'horrível\tSe fosse possível dar 0 estrelas e ainda comentar, assim faria!',neg
'Legal\tPoderia Melhorar, poderia ter mais opções para deixar o APP Fantástico.',pos
'Mt ruim\tAlem do aplicativo ter travado meu galaxy y todo, a vela é mt artificial! Eu aconselho a não baixar',neg
'Muito bom\tVi ki algumas pessoas  disseram ki n funciona bem mais na vdd funciona sim essas pessoas ki n sabem como usar.',pos
'Merda\tTrava toda hora',neg
'Baixemmm Baiixem\tMuiiito bom ilumina o quarto inteiroo ainda  se por de outra cor o quarto tambem  ficaaa muitoo bom Baiixem! Ainda por cima a vela se mexe',pos
'Pessimo\tPessimo. Muita propaganda. Anúncio',neg
'Desinstalando\tEsse app trava mt n recomendo',neg
'Não gostei\tAchei ele uma porcaria muito lento não sei se è só no meu e è muito fraco a luz mais não recomendo pra ninguém por isso dou uma estrela',neg
'Ruim\tNão  presta!!!',neg
'Trava muito!\tNão da nem para mecher a vela nem se mexe! Não recomendo.',neg
'Muito bom!!!\tExcelente aplicativo. Reproduz com realismo uma vela acesa. Só faltou ser sensível ao suporto. :)',pos
'Tmn Smart A7 (ZTE)\tMuito fraco, lento, sem luz, muito artificial',neg
'Otimo\tAmeiii de mais',pos
'Gj.jsw.g jogo do gato é muito legau',pos
'nao sei oq vcs tao faano isso parese ser um jogo qualquer\tnao sei oq vcs tao falano isso e um jogo qualquer quer e nen e muito enteresante',neu
'Esse jogo e Excelente\tNossa esse jogo e super legal !',pos
'To baixando\tTa demorando mais e legal',pos
'Otimo\tNossa gente voces vão adorar',pos
'Terrível\tMuito xato ainda tá no 0\% e a bateria do celular tá acabando',neg
'Demora\tDemora',pos
'Legal\tEstou baixando mas estou insegura',pos
'muito   bom\tmuito  bom   e   otimo  e  fofinho   thaylane',pos
'Mt bom\t\'Tou abaixando e bom o negocio own u.u',neg
'Nao baixem\tEssa droga tem viros',neg
