@relation 'comments-weka.filters.unsupervised.attribute.Reorder-R2,1-weka.filters.unsupervised.attribute.NominalToString-C1'

@attribute ' comment' string
@attribute class {neu,neg,pos}

@data
'Amo\tEu adoro esse jogo e eu só tenho 11anos.',pos
'Galaxy5\tOtimo nao paro de jogar e bastante legal recomendo para todo mundo',pos
'Gostei muito!\tSuper legal ainda bem que eu achei adoro jogos de animais e adoro animais!!!',pos
'No meu celular ficou na primeira tela e não deu para jogar',neg
'Nunca baixar esse jogo e muito demorado',pos
'Sério\tMuito bom! Viciei caraa! Não consigo parar de entrar só pra pegar mais moedinhas! E meu aeroporto ja ta quase pronto *-*',pos
'Ra\tBom',pos
'Baixou rapido\tNossa baixi rapidao, agr vou jogar',pos
'Camila\tNossa que lixo de jogo sem mais , demora um tempo para carregar e eh uma merda',neg
'Estou baixando . Este jogo deve ser bom !!!!!',pos
'Eu amo esse jogo aaaaaai como eu so bandido',pos
'Nao presta!\tNo meu huawei nem passou do inicio bloqueou logo!',neg
'Por enquanto so uma estrela.. Ainda nao joguei',neg
'nao baixei ainda + to baixando so vai ser uma estrela se eu gosta aumento as estrelas',neg
'Muito bom\tEsse e um jogo muito legal! Amo jogar..',pos
'Falem ai um jogo pra min baixar pra IPAD  ja tenho um monte de Jogos baixadoa quero mais falem eu falo quem me fala algum',neu
'conteudo nao abre, baixei 5 x , e nao abre',neg
'Amei os aplicativos mas deveriam mudar coloca aplicativos melhores',pos
'N baixe demoro a noit toda ai quando fui joga fico branco ai saia do jogo..isso no meu tablet 2.2..eu nao sei se foi o tablet  q n suporto.',neg
'Otimo baixem parabens para quem fes este jogo muito bom',pos
'Perdoe me mas...\tOlha perdoe me mas eu  nao gostei muito  na primeira parte eu nao entendi naaaaaada desculpe me mas......E eu vou dar so  uma estrela por que a vc sabe le la em cima do comentario que vc vai saber o por que eu dei so 1 estrela.',neg
'Numk baixem esse jogo\tCara,demora mt pra carregar e qnd carrega dah erro eu soh ddei uma estrela pq tem que.dar pq se num prescisa_se num teria nenhuma',neg
'delta  multilaser.patrick.\tE um jogo execelente eu recomendo.',pos
'O meu nao carrega',pos
'Pessimo\tN baixe gente eu n sou de presta mt atençao no q os outros dizem so q eu baixei e so fica o nome',neg
'É + ou -\tO meu nao carregou :(',neu
'Gostei muito ....',pos
'Pet shop\tDeve ser legal pois voce escolheu um cachorro e sera bem selecionado.',pos
'Demorou maaiior tempaao aqui!',neg
'Tentei baixa mas nao funcionou!!!',neg
'????????\tAinda nao baixei mas pelos comentarios nao deve ser bom não!',neu
'Rogério ddd .\tNada a declarar',neg
'Demora um pouco',pos
'Anne\tEstou baichandoo agr vamos ver se é ruim?',neg
'Eu esperei um tempao tentando baixar ai quando chegou  no final.deu falha.',pos
'Amanda Rodrigues\tAhhh não é tudo aquilo... Mais é bom... Gostei',neu
'Bom\tLegalzinho e viciqnte, minha namorada adorou',pos
'Amei e odiei\tÉ mais o menos o jogo ,mas é legalzinho !!!!',pos
'Adorei\teu adoro bicho...',pos
normal,pos
'Dayanne\tAmei esse joguinho. Parabens!',pos
'Chato\tUma bosta pq trava toda hora ,demora uma vida para carregar e não da prA fazer nada no jogos   Perda de tempo totaaaaaal',neg
'Charliane.É muuuuuito bom!!!!',pos
'Ameeeeei!e  Odiiiiiiei\tadorei  e  tabém  não  gostei.O pet é  fofofinho e  o  jogo  não  faz  o que  eu  quero.',pos
'Otimo\tAdoro o',pos
'Ameeeei*\tGostei as vezes trava mas mto bom...',pos
'Tainara Andrade\tPerdi meu tempo baixando essa bosta',neg
'Uma merda\tIsso e uma merda fica carregando horas e horas',neg
'Sou foda\tChupa meu pau',pos
'Bom\tMuito boom',pos
'Adorei... Mt fofo\tMuito fofo',pos
'Legal\tMto bom recomendo',pos
'Ainda baixando\tEspero que seja legal!',pos
'Será fixe?\tNão seu bem',pos
'Falhas\tAdoro o jogo, mas volta nao volta torna-se impossiveel de jogar porque crasha de 5 em 5 segundos. Resolvam isso pf!',pos
'Depois da última atualização...\tFicou uma merda depois da última atualização... Não abre...',neg
'Nada\tInstalei o jogo, e kuando o fui abrir ele impancava.',neg
'Parou de abrir\tDepois  das duas ultimas atualizações o jogo parou de abrir :( Quero ele de voolta',pos
'Uma bosta\tNao carrega',neg
'O jogo não abre\tO meu demora de abrir e nunca abre, não posso experimentar o jogo!.',neg
'O melhor!\tAmei esse jogo!!!',pos
'Muito bom!\tUm dos melhores para android. Mas ( sempre ) tem uns probleminhas : no meu, trava um pouco e as vezes fecha sozinho. Só pode vizitar um vizinho.  No resto o jogo é bom :)',pos
':(\tMeu jogo estava lindo e agora, depois da última atualização, ele não reconhece minha conexão à internet :(  Socorrooo!!!',pos
'Me\tDemora muito a descarregar...',neu
'Bom\tMeu filho adoro',pos
'Otimo\tAdoro esse jogo',pos
'Danny\tNoss demora mt pra baixar e eu sempre baixo pelos comentarios se o comentario for ruim eu nem baixo',neu
'Hum.....\tAinda nao baixei mas quando baixar jogar um pouco venha aki avaliar de vdd espero qe seja legal',neu
'Lindo\tE ótimo o jogo',pos
'.\tÉ pena qe temos de esperar muito pra ter moedas',pos
'/\tdemora muitto pra baix',neg
'Ameeeei!\tAdorei o joguinho...',pos
'Melhor jogo 4ever!!\tVICIA MTOO',pos
'Dani\tA-m-e-i esse joguinho u.u',pos
'...\tMuito legal e muito fofo. Adoro jogos assim e é um otimo passa tempo vc comeca a jogar de manha e termina de noite',pos
'Os ca\'es',pos
'Aérea\tSó dei 3 estrelas pois não achei muita piada  :-)',neu
'Bom\tÉ divertido e um pouco viciante...',pos
'Adorei\tÉ muito divertido. Aconselho a descarregar.',pos
'B\tAdoro',pos
'Ainda baixando..TAMBEM!\tEspero que seja muito legal e avaliei no maximo que pude,quando vi este jogo amei porque eu AMO cachorros,gatos,peixes,tartarugas,etc. Beijos!',pos
'Entendeu ?\tAlguem aqui entendeu o jogo ?',neg
'Muisto bom\tCada bichinho foto gostei muito vale apenas add',pos
'tento baixa e nada\ttoda vez q tento baixar nunca consigo q merda....',neg
'Orrivel\tQuando a pasta abre so apareceum cachorrinho. E mesmo quando euespero so fica aquela imagem                    NÃO PRESTA !!!!!',neg
'como joga\tcome se joga ?????',pos
'bo do borogodo\tele é meio legausinho mas não tem sentido',neg
'Lindo\tMuito lindo amei...',pos
'ainda baixando...\tnao sei se vale a pena baixar, espero nao me arrepender',neu
'Adorei muito bom',pos
'Muito legal d+ add vc tambem  Esta de parabens quem criou este jogo.',pos
'Muito legal\tAdorei esse jogo',pos
'Muito bom\tGostei muito msm',pos
'Lindy\tIsso é muito legal d+ :-D',pos
'Petotel\tEu adorei jogo e muito fixe.',pos
'Adoro\tÉ um jogo mt giro!!! Parabéns a quem o criou ;-)',pos
'Nota 10\tÓtimo jogo, roda facilmente no Xperia neo. Viciante.',pos
'muito bom\tmelhor do que meu lindo cãosinho',pos
'Gostei\tA unica coisa e que de vez enquando falha !!!!!!!!',pos
'jogo bom de mais meu Xperia X8',pos
'Perfeito\tAmei o jogo o ruim e que precisa de internet',pos
'Muito bom!!!!',pos
'Otimo\tAdorei nao demora pra instalar ebba!!!!!!',neu
'Muito maneiro',pos
'Nao tem virus e otimoooooooo ameeeeeeeee so que nao',neu
'Interessante mas tem um bug q desliga o jogo sozinho e nao salva',pos
'Eu amooo esse joguinho, é demais!!!!!! O namorado da minha prima baixou e disse q era muito legal, porisso baixei e é legal mesmo!! Ahezei!! (arrasei)',pos
'Bom\tÉ legal minha subrinha amo d+:',neu
'Muito bom conselho baixar',pos
'Vamos ver\tTa baixando tumara que seja bom',neu
'BOM\tDeveriam dar as penas: quando passase de fase so vou dar 2 estrelas pq o jogo e bom',neg
'Bom\t-Oii pesoal do mundo! To aqui pra falar, que esse jogo é de mais, legal. -Percebi que gostaram eu amei... ;-)   \"Poriso do 5 estrelas, se pudese eu dava 1000 estrelas kkk.\"',pos
'Nao jogei ainda\tAcho que e legal Nao sei vou ver',pos
'Namorado formato o celular e eu perdi tudo :\'(\tMe mandem presentes estou prescisandoo :/ nao tenho mais nada . Mando devolta. \" Thaays Lohayne \" \':$',neg
'Baaixeii,mais deu defeito :(',neg
'Legal\tÉ dimais…',neg
'Ruim\tRum nao da certo!!!',neg
'Adorei\tDemora muito para baixar',neu
'Não entendi\tNão vi como da como da comida.',neg
'muito legal\tmuito demais o ruim e que vc ja começa sem penas :\'(',pos
'Demora muito...',pos
'Não sei ainda estou baixando',neu
'Dou tres estrelas\tEntao n e totalmente gratis',neu
'Bom\tEu vii noo cel da minha sogra e acheii bem legal agr to baixabdo pra ver se ee msm',pos
'Bom\tE manero um pouco,sabe so pra distrair quando nao tem nada pra fazer!!!',pos
'Jogo lindo!!!!',pos
'Instalando.\tEu ainda estou instalando.Mais deve ser legal.',pos
'Ótimo jogo!\tO jogo é legal mais poderia ter premio diario, receber penas que nao recebemos no jogo por que prescisa comprar por isso dou 3 estrelas.',neu
'Lixo\tJogo lixoo nao recomendo muito lixooo',neg
'Bom *.*\tÉ ótimo, só q precisa de internet pra entrar e vc não ganha nenhuma pena, só comprando... :\'(',pos
'Rara\tVoi ver com é',neg
'#_#\tVisitem eu zusué mt legal e eu perdi minha conta era o joh joh josue :-(    :\'(   :-C',pos
'Jogo bom porem....\tBom o jogo era um dos melhores no meu tablet mas ao passar do tempo o jogo meio q vai enjondo e hj eu parei de jogar ate q essemjogo e bem legalzinho mas eu enjoei adios gente',neu
'To baixando\tE muinto lento p baixar',neg
'Fantastico\tE um jogo excelente',pos
'nao baixem\tmuito monotono vc tem qi  paga pra te passaros melhores. os itens n podem ficar no meio com exceto o bau',neg
'Muito muito legal\tRecomendo baixar e muito legal faz 3 dias que eu jogo e estou no lv8 me visitem joh joh josue esse e meu nome a mandem presente pra mim kkkkkkk ti falando.serio mano',pos
'qui raiva 2horas pra baixar\tuuuuuuurrrrrrrrrrrrr',neg
'Wanderson\tE um bom jogo',pos
'Legal\tBom jogo para passar um tempo destraido, mas meio parado, tem que ter um jogo reserva',pos
'nao baixem\tE muinto lento e nao presta como os outros falarao, eu recomendo a nao baixarem',neg
'A comida\tComo dá comida?',pos
'Otimo\tO ruim e que nao comesamos com penas e nao sei como ganha',pos
'Vale a pena\tE legal nem tanto por causa das penas que vc tem nenhuma so ganha comprando... Melhora faça uma atualizaçao e coloca pra ganhar penas por favor.',pos
'Bora ver se er bom, tow baixando por causa dos comentários, putz, faz  uns 300 séculos, demora muuuuito.',neu
'Merda\tMaior merda nao ganha uma pena ciquer divia dar uma pena quando passar de level do uma estrela para essa merda',neg
'É legal\tÉ legal mais na hora de baixar é duro  por que demora muito para carregar',pos
'Nossa adorei esse aplicativo muito divertido ^o^',pos
'E bom mas tambentenseu lado ruin :-*',pos
'Muitobom\tBomdemais',pos
'Orrivel\tOlha nao recomendo issa porcaria lento ,e e uma porcaria',neg
'Ótimo\tEh ótimo e divertido... adorei',pos
'Melhor jogo do mundo\tEsse e um dos melhores apps eu recomendo baixem  vcs n våo se arrepender',pos
'Excelente\tEu amo jogos assim :)',pos
'Bom\tMas precisa arrumar a contagem do dinheiro pois a quantidade some e as penas tbm.',pos
'Rouba seu dinheiro do nada\tÉ legal mas seu dinheiro some...de 22000 vai pra 2000 quando vc passa de level. Mta sacanagem.',neg
'Lixo\tN recomendo',neg
'Melhor jogo da face da terra\tAmei recomendo vc ñ vai se arrepender',pos
'Bom\tGostei muito dedse joguinho',pos
'+ou-\tNao e \"legal\" trava toda hora n recomendo',neg
'Meio chato\tVc só fica dando comida e água',pos
'Rrrrrrrrrr\tO jogo é legal mai fica travando,e isso dxa o jogo muito chato',neg
'BUG\tESSE JOGO É UMA PORRA! TODA VEZ Q COMPRO ACESSÓRIOS O JOGO REINICIA E AINDA GASTA TODO O MEU DINHEIRO E MEU ACESSÓRIO Ñ APARECE.',neg
'Tablet e funcionou\tE bom ,mas acho que deveria ter mais minijogos,mas funciona bem recomendo',neu
'Abaixo da média\tO jogo é mto bom, mas trava o tempo inteiro no meu motorola rzar i. Eu tenho o jogo Lovely Pets do mesmo desenvolvedor e nunca tive problemas. Por favor arrumem o erro para que eu e outras pessoas possam baixar! Lu.',neg
'Jogo trava dmais arrumem pq e bom só porisso exclui',neg
'Mt bom demais\tMt bom demais',pos
'Ruim\tFui jogar e nao entro Nao baixe',neg
'Muito legal\tÉ um ótimo bichinho virtual',pos
'Parece ser legal\tPelos comentários parece ser muito legal .. Vo terminar de baixar para ver E;',neg
'Bom\tExcelente',pos
'E horrivel Htc nao baixem',neg
'Chato\tO jogo ate que e legal mas ele trava o  celular todo  e e chato',neg
'Ótimo .\tSinceramente não tem que reclamar , o jogo é excelente um ótimo passa tempo . :)',pos
'Wifi\tBom demais',pos
'Belo jogo.\tEsse jogo é muito divertido,bom dmais eu recomendo.',pos
'Muito bom Recomendo',pos
'E fixe\tO jogo e muito cbom mas ao iniciar trava muito',pos
'Ruim\tO jogo ate q e bom mas sempre que eu tento jogar nao abre e diz que tem erro ou simplesmente fica carregando essa e  3 vez q eu baixo vamos ver se da certo dessa vez',neg
'Nao gostei',neg
'Pessimooo\tAlem da leve demora pra instalar, trava a todo momento  .',neg
'Explicar\tVc necessita ter wi-fi para jogar o pet é virtual..',pos
'Nao sei ainda\tTo baixando faz um tempinho,espero que essa demora faça vlr a pena :3',neg
'Legalzinho\tmt simples, e meio ruim de fazer os movimentos',neg
'adorei nao tem o que reclamar <3',pos
'Excelente, eu adorei muito legal!!!',pos
'Ainda ta baixando\tNão sei se o app é legal...e acho q não vo descobrir se ele é bom PK essa merda demora muito pra baixar',neg
'Uhhhhh\tTenho dois jogos bem legal são os  lovely pets e esse',pos
'Horrível\tPéssimo jogo.',neg
'Muito ruim nao funciona',neg
'Tomara\tEu ainda n instalei mas tem cara de ser bom. Ja acabou a istalação e não demorou tanto ñ demou mais ou menos uns 5 minutinhos por ai ,mas quando eu abri nao anda entendi nd nem entendi como joga acho q o pblema sou eu mas ... deve ser bom é tipo vc faz o seu zoo de pássaros e tudo e tal cuida deles',neu
'Legal\tBom dia! Entao, o app eh mt bom, mas eh em igles o meu e nao etendo nds. Obg ^.^',pos
'bom\tachei legal pode baixar tranquilo mais gosto é gosto...',pos
'Lucasgamer\tMuito legal só dou 5 estrelas se estiver a opção portugues me add la é Lucasgamer',pos
'Cade o jogo baixei o jogo sumiu eu hem q merda.',pos
'É legal mas não tem muita finaidade.',pos
'Ñ gostei\tEu to esperando essa porra baixar a um tempão e ainda n baixou meu celular ta quase descarregando por causa dessa bosta,os apps deviao ser mais rapidos',neg
'pelos outros comentário parece ser bom,mas Tou terminando d baixar Vamus ver. .....',pos
'sei lah\tvou istalar mais pelos comentario parece ser legal \' e o conteudo tambem',neg
'Otimo\tMuito bom !',pos
'Eu acredito q seja muito bom mais eu ja passei odia enteiro tentando baixar fora isso acho q ele e tao bom quanto a era do gelo vilarejo!!!!!',pos
'Mt bom\tEsse jogo é muito bom eu adorei',pos
'Bom\tEu ajei bom mas pode melhorar entao dou tres estrelas',neu
'Xato\tO jogo pegou, mais toda hora da erro.. Nao consigo comprar o bebedouro e gasta todo dinheiro que eu tiver... Affs... Quero jogar',neg
'Esse jogo e otico\tMuito irado',pos
'Amei\tPega bem , nao estraga otimo',pos
'Amei\tGente,e muito bom....recomendo.',pos
'Adorei!é otimo e recomendo!',pos
'mto bom\tgostei muito do jogo :-D.',pos
'Avaliacao\tBom nao joguei ai ainda mas pelos comentarios vou instalar si nao for bom eu aviso..',pos
'Bom\tMas para muitas vezes',pos
'Olhe  parece bom mas     por inquanto 3estrelas',neu
'N consegui baixar',neg
'Muito bom recomendo pro xperia',pos
'Adorei\tO jogo e muito bom, recomendo podem acreditar:)',pos
'Jailma\tEstou baixandoo. Deve ser bom..',neu
'Pou\tBem se vcs nao gostar desse jogo tem o pou. Vc pode dar comida pra ele comprar roupa etc..... E vc vai passando de nivel e o pou vai crescendo',pos
'Exelente\tAmo este jogo ele é muito bom',pos
'GALAXY Y- Pessimooo\tDe 2 em 2 minutos (sem exagero) dá erro e manda vc reiniciar o jogo. Nao tem condicoes de jogar. Parece ser legal mas infelismente tive que desinstalar pq tava mto ruim.',neg
'Legal mas como vc ganha a pena?\tEu n sei como n tem nada com o dinheiro  pray        compra so com pena igual o lovey pets como se ganha  osso?  mas e bem legal porisso dou 2 estrelas',neg
'Adorei\tMuuto bom',pos
'Poxa tou baixando pelo visto deve aer otimo rsrsrsrs',pos
'Podem instalar\tAmei esse jogo ele éum dos melhores que eu já joguei podem instalar pq vale a pena....vale ate a galinha inteira!!',pos
'Bom\tJogo muito legal',pos
'Amo pets esse jogo e so meu ninwuem joga hemmm',pos
'Adoro\tA minha filha adora é muito giro...',pos
'Demais\tSuper divereito, recomendo, e curto bastante. Principalmente ESSE tipo de jogo. Bjs, e me add.   Paula_4ever. Bjs',pos
'Pena vermelha\tO jogo é bem legal mas tudo tem q comprar com pena vermelha... Poderia liberar mais coisas pra comprar com coins... E alguém sabe dizer como faz pra ganhar coins?',pos
'Muito ruim, trava muito no tablet\tTrava o jogo e e todo em inglês',neg
'Naum funfa. Xt300',neg
'Gostei muito\tMuito show',pos
'No meu cel nao pega! Mayara mendes',neg
'Legal...\tAté que eh legalzinho. Acho q podia ser melhor',neu
'bom\tmiito nom galera',pos
'Péssimo\tO leasing e mt demorado',neg
'Gostei\tOtimo jogo de pet Recomendo',pos
'Porcaria\tSo da erro ao baixa!',neg
'Muito bom\tGente muito legal e dividido podem baixa,',pos
'E online?\tQueria saber se e online pq minha mana quer muito esse jogo online e vou baixar so eu saber se e onpine ou n★‰',pos
'Testando\tParece ser muito bom',neu
'Bom\tJa vi melhores',pos
'O melhor\tQue tem e pou por enquanto tomara que valha a pena baixar esse',pos
'Baixando\tPelos comentarios deve ser legal ..... Os melhores sao Pou e outro que tem que esperar 1 h para o bebe dragao nascer sai do ovo e vpce cuidar dele.',pos
'Otimo\tEu estou abaixando',pos
'Legal\tdeve ser legal mas ainda nao aprendi jogar :-X',neu
'Excelente\tMauito. Bom',pos
'Amei\tAmei esse jogo ele é muito legal',pos
'Amei\tVou dar 5 estrlas porquer eu amei eu recomendo a todos hihihi legal pakas maneiro',pos
'Muito besta\tFica só para as criancinhas, para os bebês, dei uma estrela porque não tinha a opção 0.',neg
'galaxy y\tlegal, esse é um dos melhores jogos que eu já vi',pos
'Dou cinco estrelas pois e perfeito e eu recomendo a todos hihihihihih',pos
'Chato pra caramba\tEsse jogo e o piof do universo!!!!¡!!!!!!!!!!!!!!!!!! Entao nunca baixe esse jogo ele nao deixa vc jogar e deixa o celular ou qualquer coisa de Android pesada!!!!!!!!!!!!!!!!!!!!!!!!!!!',neg
'Vou dar uma estrela porque a atualização que eu fiz não quer mais pegar',neg
'Adorei\tMuito bom gostei',pos
'Excelente\tGostei bastante do jogo, mt bom, recomendo, 5 estrelas',pos
'Legal\tExeto pelo fato que é em ingles.',pos
'Gostei\tEssecjogo e muito legal pena que os passaros mais bonitos sao muito caros, mais eu recomendo',pos
'Muito bom .',pos
'Não deu para baixar por isso só dei 2 estrelas mas pelo que disseram parece ser bom.',neg
'É bom\tO meu fica inglês mais da pra jogar é bem divertido',pos
'Eu amei esse jogo é muito legal',pos
'RE-CO-MEN-DO\te otimo para passar o tenpo so que a maioria dos pasaros são conprados con penas eu so dei 5 estrelas por que o jogo me pidio',pos
'Keethy\tA to baixando o jogo paresse ser bom pq eu baixei os outros e, e otimo recomendoo',pos
'muito legal\tisso è de mais adoro!!!!',pos
'eu amei\tmaravilhoso',pos
'muito legal\tadorei esse jogo e muito legal vcs tem que espirimentar',pos
'Bom otimo eselente!\tEsse aplicativo e muito divertido eu adorei e quem naõ gosta vai se fera e vocêis naõ podem fala nada pra mim porque so criança',pos
'Baixei o passaro da terra pelos comentarios deve ser muito bom tomara que valha a pena e nao me decepcione. . . Aff nao entendi nada como jogar isso',neg
'so vou dar duas estrelas porque . . .\tporque ainda estou baixando para minha filha',neg
'Mt bom\tÓtimo recomendo',pos
'Um ótimo jogo para quem gosta de pássaros.',pos
'Muito bom\tEsse jogo é barril dobrado vuuh...muito bom kkk',pos
'Gostei\tAchei bem bonitinho e divertido.',pos
'Num sei\tPodre chato',neu
'E legalzinho. Muito pekeno e pouco interetivo. Deixou a desejar.',neu
'Muito interessante e viciante joguinho.',pos
'Esse jogo é chato pois ele so vem com um passaro e eu nao consigo comprar mais passaros tentei tudo ate baichei o jogo duas vez para ver se funcionava',neg
'Bom\tEU joguei no selular do meu primo e achei legal',pos
'N ta com nada\tEssa porcaria n ta com nadaaa',neg
'Mt lerdo\tO aplicativo é bom,mais no meu galaxy Y,ele é mt devagar. Quem o msm cel, eu ñ recomendo!!!',neu
'Excelente\tOtimo adorei',pos
'Ótimo joguinho psicológico\tÉ um ótimo joguinho psicológico. Recomendo !',pos
'muito bom esse jogo nunca joguei um spore bem legal assim xollllllll',pos
'Quem tem loveuy pets. J\tJete ese jogo. É. Jato no lovey pets. Ese jogo vica do lado iritando toda ora',neg
'Humm baixando\tAinda naum baixei cuando bsixar falo alguma coisa',pos
'Sei a resposta...\tPessoal a resposta para esta travando,tendo q reiniciar,aparecimento de \'quit\' ou reset,e pelo fato de que tem que ter sinal wiifi! Quer dizer sem wiifi nao tem passaro da terra,lovely pets e etc...   E so dou 4 estrelas pelo fato de q precisa de wiifi!',pos
'O jogo é demais',pos
'Jessica\tLegalzim mais nao tem premios diarios dai.nao da ne',neu
'adorei\tmuito  bom',pos
'Muito legal eu aprovo adorei mas eu nem abri',pos
'não consigo\tnão consigo abrir o jogo ele trava na primeira tela alguém me ajude :(',pos
'Olha fiquei mto triste pq  eu estava no nivel 68 e dps ficou travado e quando fui ver estava no nivel 1  por isso dei nota 1 ok bjs',neg
'Fofo\tEu sou experiente na coisa tenho no meu facebook',pos
'otimoo !\tEu adoreiiii , é mto real esse joguinhoo e tambeem tem o papel de parede animado que é beem legaal',pos
'Muito legal\tMinha filha adora!',pos
'.\tJa estava em um nivel avancado e nao qr abrir mais. Desinstalei e reinstalei, mas continua dando erro.',neg
'Ta travando\tTa mto ruim nao consigo jogar fica travando td hr.',neg
'Legal\tOtimo para passar o t3mpo.xP',pos
'O bacilo e um lixo ...',pos
'Baxei ak so ke nao estalo :/ Mais so pelos comentariios deve se mt massa mais nao quis estala ainda  Mais vamo veh oke aconteçe mais eu recomendo vlw',pos
'Sera que e bom...\tSera que esse jogo é bom disem que trava muito mas mesmo assim vo arrisca',pos
'A pena e que sem net ele não abre mas é super fofo',pos
'Legal\tViciante, fofo! O chato eh que toda hora tá travando. Não sei se eh do jogo ou minha rede, mas trava + que meus outros games.',pos
'O melhor\tÉ o melhor jogo de pássaros. Recomendo.',pos
'Muito bom recomendo...',pos
'Bom ,pena que trava toda hora!',neu
'Trava\tTrAva muito',pos
'Ruim por que sempre tem q atualizar e sempre trava e agora nao quer abrir mais so fica aparecendo quiti e restarti nao da para jogar mais uma merda',neg
'Arrumem\tDepois da última atualização não entra mais. Aparece quit ou restart. Arrumem isso não quero começar de novo. Sacanagem.',neu
'Trava\tTem que comprar um monte de coisa depois trava',neg
'Bom\tO jogo e bom, mas precisa de internet. E esta dando erro. Já reinstalei e nada.',neu
'Porcaria\tDetestei.....so funcionou por um dia deppos nao carregou mais.....',neg
'Legal\tViciante, bem feito. Único problema é que precisa de internet.',neu
'Otimo\tO jogo é bom, mais têm que usar a net',pos
'Uma menina ae\tBoom , vamos vr né ? Mais pra jogar precisa de internet?',pos
'Excelente!\tOtimo para quem sonha em ter um pet',pos
'Muito bom o jogo, os graficos sao bem coloridos e dinamicos...',pos
'Oio\tEu amo esse jogo é muito legal',pos
'Gostei ... apesar que parece ser uma besteira...',pos
'Muito bom e ótimo.',pos
'Excelente\tÓtimo para passar o tempo',pos
'Otimo\tEu Recomendo',pos
'Pet virtual\tBoom os jogos sao bem feitos cores forte o unico problema e ter que ligar a rede.tente resolver esse problema assim nao tem graça um app tam bom como esse e de dar doo,fora isso recomendo!!!',pos
'Otimo\tE muito legal,adorei.',pos
'Galaxy 5 Skiimo\tCara o jogo e oootimo eu mesmo to jogando a poucas horas e to viciado lvl 7 ja . Bom a unica duvida como ganhar penas so isso  . Boom quem quiser me adc la meu nick e Skiimo',pos
'Sou foda\tJa fiz... o final dese jogo kkkkkkk',pos
'Otimo\tE um jogo super-legal,vale apena',pos
'Terra\tMuito bom',pos
'Ainda nao jogui mas recomendo quem gosta de criar pasarinhos e recomendado,',pos
'Amo de +\tEu amo este jogo, é ótimo! No Xperia Play funciona perfeitamente.. É bem viciante, e fofo também.. Recomendo, é muito bom! Me adicionem: Stephanie26',pos
'Ruim\tEu pude jogar apenas umas duas vezes e depois o jogo parou de funcionar .Aparecia: \" clique em QUIT ou RESTART \"  Eu já tentei clicar nos dois e nada deu certo !!!!!!! EU JOGO É  PÉSSIMO !!!!!',neg
'Otimo jogo viciante...',pos
'Fofinho.. :)\tO aplicativo é uma gracinha! Só achei que alguns itens que estão à venda não combinam muito com o tema. Também não descobri ainda como faço para ganhar penas.',pos
'Otimo\tSo n sei como ganhar  moedas',pos
'Jogo\tGostei mais tive q desintalar pq a memoria tava pouca',pos
'Legal\tDaorinha bom pra passar o tempo',pos
'Pedrouks\tMto bom da pra passar o tempo',pos
'Otimo\tEu gostei muitooo do aplicativo,bem legal e dinamico!gostei demais,me add pessoal; tiagoccampos',pos
'Eu nao comsigo ganhar pimenta auguem me ajude !!!!!!!',pos
'Silvia e jonas\tÓtimo só não consigo ganhar pimentas , ajuda aí poxa .... Kkkk',pos
'...\tPor que eles nao cruzao mais de uma vez?',pos
'Essa droga nunca pega no meu tablet :\'(                                  ass:ygor',neg
'Eu adoro isso',pos
'D+\tMuito legal é fácil ganhar dinheiro,só ñ concigo ganhar pimenta,mas é viciante,me add julius‘passaros tenho8 anos.',pos
'Roemah\tHa o jogo até q é legal. Espero q não seja enjoativo',pos
'Muito legal\tEu vou dar 4 estrelas pq o jogo é.muiiito legal,,so q depois de 2 dias começou a dar erro,,e eu nao consigo mais entrar',pos
'Muito bom!\tExcelente jogo me add como amigo meu nick é:lanxd',pos
'Galaxy SII\tGostei do jogo,pena que demora um pouco pra eles crescerem rsrs.recomendo!',pos
'Mais um jogo q n baixa affs',neg
'Mirian\tAff mais um que não baixa no meu galaxy5, Será que e o meu celular ou os jogos?Aff',neg
'Aff\'s,senpre que eu tento instala da erro,desistooo,vao tudo &#*&$\%#*  &#\%$  \%$$*&&\%...(~_°)',neg
'legal\tO jogo é legal só nao descobri ainda como conseguir moedas',pos
'Adorei\tAchei super o jogo recomendo a vc',pos
'D++++++++++\tMuito legal e ainda recomendo o jogo aventura peixe',pos
'Excelente\tOtimo',pos
Avaliando...,neu
'Paam :) To baixando agr, espero que nao trave tanto, pareve ser tao legal',neg
'Erro\tA quem tiver problemas com a ultima actualizaçao,no caso de o jogo pedir sempre restart,basta alterar a resoluçao da tela a partir da barra de notificaçoes no \"icone das 4 setinhas\" escolham a opçao \"ajustar zoom para preencher o ecra\"  nao esqueçam que é apenas uma soluçao paleativa... depois basta iniciar o jogo normalmente que ja funciona',neg
'restart\tEsta sempre a pedir para fazer restart!!! Resolvam se faz favor',pos
'Máàh\tBoom parecee seer mt leegal , estou baixando @ espero q ñ trave tanto como tds  falam.',pos
'Naty\tAmei,  muito legal, eu recomendo',pos
'mais o menos\ta nao gostei muito do jogo , muito parado',neg
'Rafa\tAchei mto bom o jogo. Trava um pouco msm, mto viciante. Mais tive q comecar td de novo pq nao tava mais entrando. Toda hora pedia p dar restart.',pos
'Legal\tE otimo cuidar dos birds pena que trava mto',pos
'+-+\tse melhorar oa graficos ta perfeito fora isso cuidar e legal',pos
'Divertido.\tOtimo jogo pra passar o tempo. Infelizmente vc precisa de Internet.',pos
